time,Toronto,pts.away,score,pts.home,Boston
8:19.0,,,7-8,,Offensive rebound by A. Horford
8:13.0,,,7-8,,Shooting foul by K. Lowry (drawn by M. Smart)
8:13.0,,,7-9,1,M. Smart makes free throw 1 of 2
8:13.0,,,7-10,1,M. Smart makes free throw 2 of 2
7:58.0,Turnover by D. DeRozan (lost ball; steal by J. Brown),,7-10,,
7:52.0,,,7-10,,M. Smart misses 3-pt shot from 23 ft
7:49.0,,,7-10,,Offensive rebound by J. Brown
7:39.0,,,7-12,2,A. Horford makes 2-pt shot from 2 ft
7:14.0,S. Ibaka makes 3-pt shot from 26 ft (assist by D. DeRozan),3,10-12,,
6:50.0,,,10-15,3,J. Tatum makes 3-pt shot from 26 ft (assist by M. Smart)
6:35.0,K. Lowry makes 3-pt shot from 27 ft,3,13-15,,
6:21.0,,,13-15,,J. Tatum misses 2-pt shot from 16 ft
6:21.0,Defensive rebound by Team,,13-15,,
6:21.0,,,13-15,,Boston full timeout
6:21.0,,,13-15,,M. Morris enters the game for J. Tatum
6:05.0,Turnover by K. Lowry (bad pass; steal by M. Smart),,13-15,,
5:47.0,,,13-17,2,A. Horford makes 2-pt shot at rim (assist by J. Brown)
5:37.0,D. DeRozan misses 2-pt shot from 5 ft,,13-17,,
5:34.0,Offensive rebound by D. DeRozan,,13-17,,
5:32.0,K. Lowry makes 3-pt shot from 27 ft (assist by N. Powell),3,16-17,,
5:15.0,,,16-17,,J. Brown misses 2-pt shot at rim
5:13.0,Defensive rebound by N. Powell,,16-17,,
5:04.0,J. Valanciunas misses 3-pt shot from 27 ft,,16-17,,
5:02.0,,,16-17,,Defensive rebound by M. Morris
4:56.0,,,16-17,,M. Smart misses 2-pt shot from 11 ft
4:54.0,,,16-17,,Offensive rebound by A. Baynes
4:54.0,,,16-17,,Shooting foul by D. DeRozan (drawn by A. Baynes)
4:54.0,,,16-17,,A. Baynes misses free throw 1 of 2
4:54.0,,,16-17,,Offensive rebound by Team
4:54.0,C. Miles enters the game for J. Valanciunas,,16-17,,
4:54.0,L. Nogueira enters the game for N. Powell,,16-17,,
4:54.0,,,16-18,1,A. Baynes makes free throw 2 of 2
4:38.0,D. DeRozan makes 3-pt shot from 27 ft (assist by K. Lowry),3,19-18,,
4:23.0,,,19-18,,A. Baynes misses 2-pt shot from 1 ft
4:17.0,,,19-18,,Offensive rebound by A. Baynes
4:17.0,,,19-18,,A. Baynes misses 2-pt shot at rim
4:16.0,Defensive rebound by S. Ibaka,,19-18,,
4:10.0,K. Lowry misses 2-pt shot from 3 ft,,19-18,,
4:07.0,,,19-18,,Defensive rebound by M. Morris
3:53.0,,,19-18,,M. Morris misses 2-pt shot from 12 ft
3:49.0,,,19-18,,Offensive rebound by A. Baynes
3:49.0,,,19-18,,A. Baynes misses 2-pt shot at rim
3:48.0,Defensive rebound by L. Nogueira,,19-18,,
3:42.0,Turnover by S. Ibaka (bad pass; steal by M. Smart),,19-18,,
3:39.0,,,19-20,2,A. Horford makes 2-pt shot from 1 ft (assist by M. Smart)
3:38.0,Toronto full timeout,,19-20,,
3:38.0,,,19-20,,T. Rozier enters the game for M. Smart
3:38.0,,,19-20,,D. Theis enters the game for A. Baynes
3:38.0,P. Siakam enters the game for S. Ibaka,,19-20,,
3:29.0,K. Lowry misses 3-pt shot from 27 ft,,19-20,,
3:26.0,,,19-20,,Defensive rebound by D. Theis
3:13.0,,,19-20,,Turnover by A. Horford (bad pass; steal by C. Miles)
3:04.0,D. DeRozan makes 2-pt shot from 7 ft (assist by K. Lowry),2,21-20,,
2:43.0,,,21-20,,Turnover by J. Brown (traveling)
2:43.0,,,21-20,,S. Larkin enters the game for A. Horford
2:43.0,D. Wright enters the game for K. Lowry,,21-20,,
2:33.0,D. DeRozan misses 3-pt shot from 26 ft,,21-20,,
2:30.0,,,21-20,,Defensive rebound by M. Morris
2:14.0,,,21-20,,S. Larkin misses 2-pt shot from 2 ft (block by L. Nogueira)
2:12.0,,,21-20,,Offensive rebound by D. Theis
2:12.0,,,21-20,,D. Theis misses 2-pt shot from 1 ft (block by C. Miles)
2:11.0,Defensive rebound by P. Siakam,,21-20,,
2:09.0,C. Miles misses 3-pt shot from 27 ft,,21-20,,
2:07.0,Offensive rebound by P. Siakam,,21-20,,
1:53.0,D. DeRozan misses 3-pt shot from 25 ft,,21-20,,
1:53.0,,,21-20,,Defensive rebound by D. Theis
1:43.0,,,21-20,,J. Brown misses 3-pt shot from 24 ft
1:38.0,Defensive rebound by C. Miles,,21-20,,
1:33.0,Turnover by L. Nogueira (bad pass; steal by D. Theis),,21-20,,
1:28.0,,,21-22,2,J. Brown makes 2-pt shot from 1 ft (assist by M. Morris)
1:07.0,Shooting foul by S. Larkin (drawn by D. DeRozan),,21-22,,
1:07.0,D. DeRozan misses free throw 1 of 2,,21-22,,
1:07.0,Offensive rebound by Team,,21-22,,
1:07.0,,,21-22,,J. Tatum enters the game for J. Brown
1:07.0,D. DeRozan makes free throw 2 of 2,1,22-22,,
0:57.0,,,22-24,2,T. Rozier makes 2-pt shot from 15 ft
0:45.0,D. DeRozan misses 2-pt shot from 8 ft,,22-24,,
0:43.0,,,22-24,,Defensive rebound by T. Rozier
0:31.0,,,22-24,,Turnover by D. Theis (bad pass; steal by C. Miles)
0:10.0,D. DeRozan makes 2-pt shot from 2 ft,2,24-24,,
0:02.0,,,24-24,,T. Rozier misses 2-pt shot from 8 ft
0:02.0,Defensive rebound by D. DeRozan,,24-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,24-24,,S. Larkin misses 3-pt shot from 24 ft
11:36.0,Defensive rebound by P. Siakam,,24-24,,
11:31.0,,,24-24,,Personal foul by S. Ojeleye (drawn by L. Nogueira)
11:25.0,Turnover by D. Wright (out of bounds lost ball),,24-24,,
11:12.0,,,24-24,,J. Tatum misses 2-pt shot from 9 ft
11:09.0,Defensive rebound by L. Nogueira,,24-24,,
11:03.0,C. Miles makes 2-pt shot from 1 ft (assist by F. VanVleet),2,26-24,,
10:48.0,,,26-24,,S. Ojeleye misses 3-pt shot from 23 ft
10:48.0,Defensive rebound by L. Nogueira,,26-24,,
10:42.0,Offensive charge foul by F. VanVleet (drawn by S. Larkin),,26-24,,
10:42.0,Turnover by F. VanVleet (offensive foul),,26-24,,
10:31.0,,,26-24,,S. Larkin misses 2-pt shot from 1 ft
10:29.0,Defensive rebound by P. Siakam,,26-24,,
10:23.0,Turnover by F. VanVleet (bad pass),,26-24,,
10:09.0,,,26-24,,J. Tatum misses 3-pt shot from 24 ft
10:07.0,Defensive rebound by L. Nogueira,,26-24,,
9:57.0,D. Wright makes 2-pt shot from 5 ft,2,28-24,,
9:30.0,,,28-24,,T. Rozier misses 3-pt shot from 24 ft
9:28.0,,,28-24,,Offensive rebound by J. Tatum
9:15.0,,,28-24,,S. Larkin misses 2-pt shot from 20 ft
9:13.0,Defensive rebound by P. Siakam,,28-24,,
9:11.0,,,28-24,,Personal foul by S. Larkin (drawn by C. Miles)
9:06.0,P. Siakam makes 2-pt shot from 1 ft,2,30-24,,
9:06.0,Shooting foul by S. Ojeleye (drawn by P. Siakam),,30-24,,
9:06.0,,,30-24,,M. Morris enters the game for S. Ojeleye
9:06.0,P. Siakam misses free throw 1 of 1,,30-24,,
9:03.0,,,30-24,,Defensive rebound by D. Theis
8:44.0,Def 3 sec tech foul by L. Nogueira,,30-24,,
8:44.0,,,30-24,,M. Morris misses technical free throw
8:44.0,,,30-24,,Offensive rebound by Team
8:44.0,,,30-24,,A. Baynes enters the game for D. Theis
8:44.0,O. Anunoby enters the game for C. Miles,,30-24,,
8:44.0,J. Poeltl enters the game for L. Nogueira,,30-24,,
8:35.0,,,30-24,,Shooting foul by O. Anunoby (drawn by M. Morris)
8:35.0,,,30-25,1,M. Morris makes free throw 1 of 2
8:35.0,,,30-26,1,M. Morris makes free throw 2 of 2
8:18.0,Turnover by J. Poeltl (lost ball; steal by T. Rozier),,30-26,,
8:14.0,,,30-26,,J. Tatum misses 2-pt shot from 3 ft
8:14.0,,,30-26,,Offensive rebound by M. Morris
8:14.0,Personal foul by J. Poeltl (drawn by M. Morris),,30-26,,
7:49.0,,,30-28,2,J. Tatum makes 2-pt shot at rim (assist by S. Larkin)
7:36.0,P. Siakam misses 3-pt shot from 27 ft,,30-28,,
7:32.0,Offensive rebound by O. Anunoby,,30-28,,
7:21.0,P. Siakam makes 3-pt shot from 23 ft (assist by F. VanVleet),3,33-28,,
7:11.0,,,33-28,,Turnover by T. Rozier (out of bounds lost ball)
7:11.0,K. Lowry enters the game for F. VanVleet,,33-28,,
6:59.0,J. Poeltl misses 2-pt shot from 11 ft,,33-28,,
6:56.0,,,33-28,,Defensive rebound by J. Tatum
6:51.0,,,33-28,,Boston full timeout
6:51.0,,,33-28,,J. Brown enters the game for J. Tatum
6:51.0,,,33-28,,A. Horford enters the game for A. Baynes
6:51.0,S. Ibaka enters the game for P. Siakam,,33-28,,
6:51.0,D. DeRozan enters the game for D. Wright,,33-28,,
6:37.0,,,33-28,,S. Larkin misses 2-pt shot from 1 ft (block by J. Poeltl)
6:37.0,,,33-28,,Offensive rebound by Team
6:37.0,,,33-28,,M. Smart enters the game for S. Larkin
6:33.0,,,33-28,,M. Morris misses 2-pt shot from 17 ft
6:33.0,,,33-28,,Offensive rebound by Team
6:33.0,,,33-28,,Turnover by Team (shot clock)
6:22.0,D. DeRozan misses 2-pt shot from 14 ft,,33-28,,
6:11.0,Offensive rebound by J. Poeltl,,33-28,,
6:11.0,J. Poeltl makes 2-pt shot at rim,2,35-28,,
5:58.0,,,35-28,,J. Brown misses 2-pt shot from 3 ft
5:56.0,Defensive rebound by S. Ibaka,,35-28,,
5:46.0,D. DeRozan misses 2-pt shot from 2 ft,,35-28,,
5:44.0,,,35-28,,Defensive rebound by M. Smart
5:40.0,,,35-31,3,T. Rozier makes 3-pt shot from 23 ft (assist by J. Brown)
5:23.0,O. Anunoby misses 3-pt shot from 26 ft,,35-31,,
5:22.0,,,35-31,,Defensive rebound by Team
5:09.0,,,35-33,2,M. Smart makes 2-pt shot at rim
5:02.0,Toronto full timeout,,35-33,,
5:02.0,J. Valanciunas enters the game for J. Poeltl,,35-33,,
4:55.0,K. Lowry misses 3-pt shot from 26 ft,,35-33,,
4:51.0,,,35-33,,Defensive rebound by M. Smart
4:41.0,Violation by J. Valanciunas (def goaltending),,35-33,,
4:41.0,,,35-35,2,A. Horford makes 2-pt shot at rim (assist by M. Smart)
4:25.0,O. Anunoby makes 2-pt shot from 2 ft (assist by K. Lowry),2,37-35,,
3:59.0,,,37-35,,T. Rozier misses 3-pt shot from 24 ft
3:56.0,Defensive rebound by O. Anunoby,,37-35,,
3:43.0,D. DeRozan misses 2-pt shot from 8 ft,,37-35,,
3:41.0,Offensive rebound by D. DeRozan,,37-35,,
3:37.0,D. DeRozan makes 2-pt shot at rim,2,39-35,,
3:26.0,,,39-35,,Turnover by M. Smart (lost ball; steal by O. Anunoby)
3:22.0,O. Anunoby makes 2-pt shot from 1 ft (assist by S. Ibaka),2,41-35,,
2:57.0,,,41-38,3,M. Morris makes 3-pt shot from 24 ft (assist by M. Smart)
2:49.0,,,41-38,,Personal foul by J. Brown (drawn by D. DeRozan)
2:49.0,,,41-38,,A. Baynes enters the game for M. Morris
2:36.0,D. DeRozan misses 3-pt shot from 27 ft,,41-38,,
2:33.0,,,41-38,,Defensive rebound by M. Smart
2:26.0,,,41-38,,Shooting foul by J. Valanciunas (drawn by M. Smart)
2:26.0,,,41-39,1,M. Smart makes free throw 1 of 2
2:26.0,,,41-39,,J. Tatum enters the game for T. Rozier
2:26.0,,,41-40,1,M. Smart makes free throw 2 of 2
2:04.0,S. Ibaka misses 2-pt shot from 17 ft,,41-40,,
2:00.0,,,41-40,,Defensive rebound by A. Baynes
1:53.0,Personal foul by K. Lowry (drawn by J. Brown),,41-40,,
1:46.0,,,41-40,,J. Brown misses 2-pt shot from 2 ft (block by D. DeRozan)
1:45.0,,,41-40,,Offensive rebound by Team
1:37.0,,,41-40,,J. Tatum misses 3-pt shot from 23 ft
1:35.0,Defensive rebound by J. Valanciunas,,41-40,,
1:32.0,K. Lowry makes 3-pt shot from 29 ft,3,44-40,,
1:11.0,,,44-40,,Turnover by M. Smart (lost ball; steal by K. Lowry)
1:05.0,S. Ibaka makes 2-pt shot from 14 ft (assist by K. Lowry),2,46-40,,
0:45.0,,,46-40,,J. Brown misses 2-pt shot at rim
0:41.0,,,46-40,,Offensive rebound by A. Baynes
0:41.0,,,46-40,,A. Baynes misses 2-pt shot at rim
0:40.0,Defensive rebound by J. Valanciunas,,46-40,,
0:39.0,,,46-40,,Violation by A. Horford (kicked ball)
0:34.0,S. Ibaka makes 2-pt shot from 5 ft,2,48-40,,
0:34.0,Shooting foul by A. Horford (drawn by S. Ibaka),,48-40,,
0:34.0,,,48-40,,T. Rozier enters the game for A. Baynes
0:34.0,D. Wright enters the game for K. Lowry,,48-40,,
0:34.0,S. Ibaka makes free throw 1 of 1,1,49-40,,
0:17.0,,,49-40,,T. Rozier misses 2-pt shot from 8 ft
0:13.0,,,49-40,,Offensive rebound by T. Rozier
0:02.0,,,49-43,3,T. Rozier makes 3-pt shot from 24 ft
0:02.0,,,49-43,,Shooting foul by J. Valanciunas (drawn by T. Rozier)
0:02.0,,,49-43,,S. Ojeleye enters the game for J. Tatum
0:02.0,C. Miles enters the game for O. Anunoby,,49-43,,
0:02.0,,,49-44,1,T. Rozier makes free throw 1 of 1
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,49-46,2,A. Horford makes 2-pt shot from 16 ft
11:19.0,Shooting foul by A. Baynes (drawn by O. Anunoby),,49-46,,
11:19.0,O. Anunoby makes free throw 1 of 2,1,50-46,,
11:19.0,O. Anunoby misses free throw 2 of 2,,50-46,,
11:17.0,,,50-46,,Defensive rebound by J. Tatum
10:56.0,,,50-49,3,M. Smart makes 3-pt shot from 26 ft
10:41.0,D. DeRozan makes 2-pt shot from 14 ft (assist by K. Lowry),2,52-49,,
10:28.0,Personal foul by K. Lowry (drawn by M. Smart),,52-49,,
10:17.0,,,52-49,,J. Tatum misses 2-pt shot from 17 ft
10:13.0,Defensive rebound by O. Anunoby,,52-49,,
10:04.0,J. Valanciunas makes 2-pt shot from 1 ft (assist by D. DeRozan),2,54-49,,
9:45.0,,,54-51,2,J. Brown makes 2-pt shot from 2 ft
9:26.0,K. Lowry makes 3-pt shot from 22 ft (assist by D. DeRozan),3,57-51,,
9:07.0,,,57-54,3,M. Smart makes 3-pt shot from 27 ft (assist by A. Horford)
8:49.0,Offensive charge foul by S. Ibaka (drawn by A. Baynes),,57-54,,
8:49.0,Turnover by S. Ibaka (offensive foul),,57-54,,
8:37.0,,,57-54,,M. Smart misses 2-pt shot from 2 ft
8:36.0,,,57-54,,Offensive rebound by M. Smart
8:33.0,,,57-56,2,A. Baynes makes 2-pt shot from 2 ft (assist by M. Smart)
8:17.0,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry),2,59-56,,
8:05.0,Personal foul by J. Valanciunas (drawn by A. Baynes),,59-56,,
7:58.0,,,59-59,3,J. Brown makes 3-pt shot from 26 ft (assist by M. Smart)
7:48.0,Toronto full timeout,,59-59,,
7:37.0,D. DeRozan misses 2-pt shot from 1 ft,,59-59,,
7:34.0,,,59-59,,Defensive rebound by J. Tatum
7:26.0,,,59-59,,M. Smart misses 3-pt shot from 27 ft
7:23.0,Defensive rebound by O. Anunoby,,59-59,,
7:16.0,J. Valanciunas makes 2-pt shot from 13 ft (assist by K. Lowry),2,61-59,,
6:58.0,,,61-59,,M. Smart misses 2-pt shot from 7 ft
6:54.0,Jump ball: A. Baynes vs. S. Ibaka (M. Smart gains possession),,,,Jump ball: A. Baynes vs. S. Ibaka (M. Smart gains possession)
6:54.0,,,61-59,,Offensive rebound by Team
6:51.0,,,61-59,,Shooting foul by O. Anunoby (drawn by A. Horford)
6:51.0,,,61-60,1,A. Horford makes free throw 1 of 2
6:51.0,,,61-61,1,A. Horford makes free throw 2 of 2
6:33.0,Turnover by K. Lowry (bad pass),,61-61,,
6:11.0,,,61-61,,A. Baynes misses 2-pt shot from 16 ft
6:08.0,Defensive rebound by S. Ibaka,,61-61,,
5:56.0,D. DeRozan misses 2-pt shot from 16 ft,,61-61,,
5:53.0,,,61-61,,Defensive rebound by A. Baynes
5:39.0,,,61-61,,Shooting foul by O. Anunoby (drawn by A. Horford)
5:39.0,,,61-62,1,A. Horford makes free throw 1 of 2
5:39.0,L. Nogueira enters the game for J. Valanciunas,,61-62,,
5:39.0,P. Siakam enters the game for O. Anunoby,,61-62,,
5:39.0,,,61-63,1,A. Horford makes free throw 2 of 2
5:24.0,K. Lowry misses 3-pt shot from 27 ft,,61-63,,
5:19.0,,,61-63,,Defensive rebound by A. Horford
5:19.0,Personal foul by K. Lowry (drawn by M. Smart),,61-63,,
5:19.0,,,61-64,1,M. Smart makes free throw 1 of 2
5:19.0,,,61-64,,M. Morris enters the game for J. Tatum
5:19.0,D. Wright enters the game for K. Lowry,,61-64,,
5:19.0,,,61-65,1,M. Smart makes free throw 2 of 2
5:06.0,Shooting foul by J. Brown (drawn by D. DeRozan),,61-65,,
5:06.0,D. DeRozan makes free throw 1 of 2,1,62-65,,
5:06.0,D. DeRozan makes free throw 2 of 2,1,63-65,,
4:46.0,,,63-68,3,A. Horford makes 3-pt shot from 27 ft (assist by M. Smart)
4:27.0,D. DeRozan misses 2-pt shot from 12 ft,,63-68,,
4:24.0,,,63-68,,Defensive rebound by A. Horford
4:08.0,,,63-71,3,J. Brown makes 3-pt shot from 22 ft (assist by M. Smart)
4:01.0,Toronto full timeout,,63-71,,
4:01.0,,,63-71,,S. Ojeleye enters the game for A. Baynes
4:01.0,C. Miles enters the game for S. Ibaka,,63-71,,
3:46.0,D. Wright makes 2-pt shot at rim (assist by D. DeRozan),2,65-71,,
3:25.0,,,65-73,2,J. Brown makes 2-pt shot from 19 ft
3:09.0,C. Miles makes 3-pt shot from 25 ft (assist by P. Siakam),3,68-73,,
2:57.0,,,68-73,,Offensive foul by M. Morris (drawn by D. Wright)
2:57.0,,,68-73,,Turnover by M. Morris (offensive foul)
2:51.0,Offensive foul by C. Miles (drawn by J. Brown),,68-73,,
2:51.0,Turnover by C. Miles (offensive foul),,68-73,,
2:41.0,,,68-73,,M. Morris misses 3-pt shot from 23 ft
2:39.0,,,68-73,,Offensive rebound by J. Brown
2:38.0,,,68-73,,T. Rozier enters the game for M. Smart
2:37.0,,,68-73,,J. Brown misses 2-pt shot from 1 ft (block by L. Nogueira)
2:37.0,Defensive rebound by Team,,68-73,,
2:27.0,C. Miles makes 3-pt shot from 24 ft (assist by D. Wright),3,71-73,,
2:04.0,,,71-73,,Turnover by M. Morris (turnover)
1:44.0,Shooting foul by J. Brown (drawn by D. DeRozan),,71-73,,
1:44.0,D. DeRozan makes free throw 1 of 2,1,72-73,,
1:44.0,,,72-73,,D. Theis enters the game for A. Horford
1:44.0,D. DeRozan makes free throw 2 of 2,1,73-73,,
1:33.0,Violation by C. Miles (kicked ball),,73-73,,
1:33.0,F. VanVleet enters the game for D. DeRozan,,73-73,,
1:24.0,,,73-73,,M. Morris misses 2-pt shot from 4 ft (block by L. Nogueira)
1:21.0,,,73-73,,Offensive rebound by S. Ojeleye
1:20.0,,,73-73,,T. Rozier misses 2-pt shot from 8 ft
1:20.0,Defensive rebound by Team,,73-73,,
1:02.0,Turnover by P. Siakam (bad pass; steal by S. Ojeleye),,73-73,,
0:44.0,,,73-73,,S. Ojeleye misses 3-pt shot from 28 ft
0:42.0,Defensive rebound by L. Nogueira,,73-73,,
0:35.0,C. Miles misses 2-pt shot from 2 ft,,73-73,,
0:33.0,,,73-73,,Defensive rebound by M. Morris
0:30.0,Personal foul by C. Miles (drawn by M. Morris),,73-73,,
0:30.0,,,73-74,1,M. Morris makes free throw 1 of 2
0:30.0,,,73-74,,S. Larkin enters the game for J. Brown
0:30.0,,,73-74,,M. Morris misses free throw 2 of 2
0:29.0,Defensive rebound by L. Nogueira,,73-74,,
0:08.0,P. Siakam makes 3-pt shot from 24 ft (assist by L. Nogueira),3,76-74,,
0:03.0,,,76-77,3,T. Rozier makes 3-pt shot from 27 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,F. VanVleet misses 2-pt shot from 1 ft,,84-85,,
11:41.0,Offensive rebound by L. Nogueira,,84-85,,
11:41.0,L. Nogueira misses 2-pt shot at rim,,84-85,,
11:40.0,,,84-85,,Defensive rebound by T. Rozier
11:26.0,,,84-85,,Turnover by M. Morris (bad pass; steal by L. Nogueira)
11:22.0,L. Nogueira misses 2-pt shot at rim,,84-85,,
11:20.0,,,84-85,,Defensive rebound by T. Rozier
11:14.0,,,84-85,,T. Rozier misses 3-pt shot from 26 ft
11:10.0,Defensive rebound by D. Wright,,84-85,,
10:57.0,P. Siakam misses 2-pt shot from 6 ft,,84-85,,
10:55.0,,,84-85,,Defensive rebound by D. Theis
10:39.0,,,76-79,2,M. Morris makes 2-pt shot from 7 ft (assist by D. Theis)
10:13.0,C. Miles makes 2-pt shot from 12 ft,2,78-79,,
9:53.0,,,78-79,,Turnover by D. Theis (lost ball; steal by F. VanVleet)
9:51.0,Shooting foul by T. Rozier (drawn by D. Wright),,78-79,,
9:51.0,D. Wright makes free throw 1 of 2,1,79-79,,
9:51.0,D. Wright makes free throw 2 of 2,1,80-79,,
9:35.0,,,80-79,,M. Morris misses 3-pt shot from 26 ft
9:31.0,Defensive rebound by P. Siakam,,80-79,,
9:23.0,D. Wright misses 2-pt shot from 2 ft (block by D. Theis),,80-79,,
9:21.0,,,80-79,,Defensive rebound by D. Theis
9:16.0,,,80-81,2,T. Rozier makes 2-pt shot from 1 ft (assist by S. Larkin)
8:54.0,F. VanVleet makes 2-pt shot from 17 ft,2,82-81,,
8:32.0,,,82-81,,S. Larkin misses 2-pt shot from 18 ft
8:31.0,,,82-81,,Offensive rebound by Team
8:31.0,Loose ball foul by L. Nogueira (drawn by D. Theis),,82-81,,
8:11.0,,,82-83,2,J. Tatum makes 2-pt shot from 21 ft (assist by T. Rozier)
7:59.0,,,82-83,,M. Smart enters the game for M. Morris
7:59.0,K. Lowry enters the game for D. Wright,,82-83,,
7:53.0,,,82-83,,Violation by J. Tatum (kicked ball)
7:48.0,F. VanVleet misses 3-pt shot from 24 ft,,82-83,,
7:48.0,,,82-83,,Defensive rebound by T. Rozier
7:32.0,,,82-83,,J. Tatum misses 2-pt shot from 10 ft
7:28.0,,,82-83,,Offensive rebound by D. Theis
7:28.0,,,82-85,2,D. Theis makes 2-pt shot at rim
7:20.0,L. Nogueira misses 2-pt shot from 2 ft (block by D. Theis),,82-85,,
7:20.0,,,82-85,,Defensive rebound by Team
7:17.0,C. Miles misses 3-pt shot from 25 ft,,82-85,,
7:15.0,,,82-85,,Defensive rebound by D. Theis
7:02.0,,,82-85,,T. Rozier misses 2-pt shot from 4 ft (block by L. Nogueira)
6:58.0,Defensive rebound by F. VanVleet,,82-85,,
6:58.0,Shooting foul by M. Smart (drawn by F. VanVleet),,82-85,,
6:58.0,,,82-85,,Boston full timeout
6:58.0,,,82-85,,A. Horford enters the game for S. Larkin
6:58.0,S. Ibaka enters the game for P. Siakam,,82-85,,
6:58.0,O. Anunoby enters the game for L. Nogueira,,82-85,,
6:58.0,F. VanVleet makes free throw 1 of 2,1,83-85,,
6:58.0,F. VanVleet makes free throw 2 of 2,1,84-85,,
6:38.0,,,84-85,,M. Smart misses 3-pt shot from 27 ft
6:35.0,Defensive rebound by K. Lowry,,84-85,,
6:15.0,C. Miles misses 3-pt shot from 25 ft,,84-85,,
6:12.0,,,84-85,,Defensive rebound by T. Rozier
5:59.0,,,84-87,2,J. Tatum makes 2-pt shot from 3 ft (assist by A. Horford)
5:43.0,Offensive charge foul by O. Anunoby (drawn by M. Smart),,84-87,,
5:43.0,Turnover by O. Anunoby (offensive foul),,84-87,,
5:43.0,D. DeRozan enters the game for F. VanVleet,,84-87,,
5:20.0,,,84-87,,T. Rozier misses 2-pt shot from 9 ft
5:18.0,Defensive rebound by S. Ibaka,,84-87,,
5:11.0,Shooting foul by D. Theis (drawn by D. DeRozan),,84-87,,
5:11.0,D. DeRozan makes free throw 1 of 2,1,85-87,,
5:11.0,D. DeRozan makes free throw 2 of 2,1,86-87,,
4:48.0,,,86-89,2,T. Rozier makes 2-pt shot from 16 ft (assist by A. Horford)
4:31.0,D. DeRozan makes 2-pt shot from 16 ft,2,88-89,,
4:15.0,,,88-89,,T. Rozier misses 3-pt shot from 24 ft
4:12.0,Defensive rebound by S. Ibaka,,88-89,,
3:52.0,K. Lowry misses 3-pt shot from 29 ft,,88-89,,
3:49.0,,,88-89,,Defensive rebound by J. Tatum
3:35.0,,,88-89,,A. Horford misses 2-pt shot from 3 ft
3:33.0,Defensive rebound by S. Ibaka,,88-89,,
3:21.0,Toronto full timeout,,88-89,,
3:21.0,,,88-89,,J. Brown enters the game for D. Theis
3:21.0,F. VanVleet enters the game for C. Miles,,88-89,,
