time,Golden State,pts.away,score,pts.home,Denver
3:20.0,N. Young enters the game for K. Durant,,26-24,,
3:08.0,S. Curry misses 3-pt shot from 24 ft,,26-24,,
3:04.0,,,26-24,,Defensive rebound by N. Jokic
2:59.0,,,26-24,,E. Mudiay misses 2-pt shot from 2 ft
2:57.0,Defensive rebound by J. McGee,,26-24,,
2:51.0,N. Young misses 3-pt shot from 24 ft,,26-24,,
2:48.0,,,26-24,,Defensive rebound by G. Harris
2:45.0,Personal foul by J. McGee (drawn by N. Jokic),,26-24,,
2:45.0,,,26-24,,T. Lyles enters the game for E. Mudiay
2:37.0,,,26-24,,G. Harris misses 2-pt shot from 17 ft
2:34.0,Defensive rebound by D. Green,,26-24,,
2:25.0,D. Green misses 3-pt shot from 24 ft,,26-24,,
2:24.0,,,26-24,,Defensive rebound by Team
2:24.0,Loose ball foul by J. McGee (drawn by N. Jokic),,26-24,,
2:24.0,,,26-24,,D. Arthur enters the game for N. Jokic
2:15.0,,,26-24,,J. Murray misses 2-pt shot from 2 ft (block by J. McGee)
2:12.0,Defensive rebound by N. Young,,26-24,,
2:06.0,S. Curry misses 3-pt shot from 27 ft,,26-24,,
2:02.0,,,26-24,,Defensive rebound by T. Craig
2:02.0,Personal foul by S. Curry (drawn by T. Lyles),,26-24,,
2:02.0,,,26-24,,W. Barton enters the game for G. Harris
1:54.0,Personal foul by J. McGee (drawn by W. Barton),,26-24,,
1:54.0,,,26-25,1,W. Barton makes free throw 1 of 2
1:54.0,,,26-26,1,W. Barton makes free throw 2 of 2
1:40.0,D. Green makes 2-pt shot from 6 ft,2,28-26,,
1:29.0,,,28-26,,Turnover by D. Arthur (traveling)
1:20.0,S. Curry misses 3-pt shot from 25 ft,,28-26,,
1:17.0,Offensive rebound by J. McGee,,28-26,,
1:16.0,Turnover by N. Young (traveling),,28-26,,
1:16.0,,,28-27,1,J. Murray makes technical free throw
0:58.0,,,28-29,2,W. Barton makes 2-pt shot from 1 ft (assist by T. Lyles)
0:43.0,S. Curry makes 2-pt shot from 1 ft,2,30-29,,
0:29.0,,,30-29,,D. Arthur misses 2-pt shot from 3 ft (block by J. McGee)
0:26.0,,,30-29,,Offensive rebound by D. Arthur
0:23.0,,,30-29,,Offensive foul by D. Arthur (drawn by A. Iguodala)
0:23.0,,,30-29,,Turnover by D. Arthur (offensive foul)
0:23.0,K. Thompson enters the game for J. McGee,,30-29,,
0:23.0,K. Durant enters the game for A. Iguodala,,30-29,,
0:23.0,,,30-29,,M. Beasley enters the game for T. Lyles
0:08.0,Shooting foul by W. Barton (drawn by K. Durant),,30-29,,
0:08.0,K. Durant makes free throw 1 of 2,1,31-29,,
0:08.0,,,31-29,,G. Harris enters the game for T. Craig
0:08.0,,,31-29,,T. Lyles enters the game for M. Beasley
0:08.0,P. McCaw enters the game for N. Young,,31-29,,
0:08.0,A. Iguodala enters the game for D. Green,,31-29,,
0:08.0,K. Looney enters the game for S. Curry,,31-29,,
0:08.0,K. Durant makes free throw 2 of 2,1,32-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,K. Durant misses 2-pt shot from 15 ft,,32-29,,
11:42.0,,,32-29,,Defensive rebound by T. Lyles
11:33.0,,,32-29,,Turnover by D. Arthur (lost ball; steal by S. Livingston)
11:28.0,K. Looney misses 2-pt shot from 3 ft,,32-29,,
11:27.0,Offensive rebound by K. Looney,,32-29,,
11:27.0,Shooting foul by T. Lyles (drawn by K. Looney),,32-29,,
11:27.0,K. Looney misses free throw 1 of 2,,32-29,,
11:27.0,Offensive rebound by Team,,32-29,,
11:27.0,K. Looney misses free throw 2 of 2,,32-29,,
11:24.0,,,32-29,,Defensive rebound by W. Chandler
11:11.0,,,32-29,,E. Mudiay misses 2-pt shot from 4 ft (block by K. Looney)
11:07.0,Defensive rebound by K. Durant,,32-29,,
11:05.0,K. Thompson makes 2-pt shot from 2 ft (assist by K. Durant),2,34-29,,
10:51.0,,,34-29,,G. Harris misses 2-pt shot from 19 ft
10:48.0,Defensive rebound by K. Durant,,34-29,,
10:43.0,S. Livingston makes 2-pt shot from 4 ft (assist by K. Durant),2,36-29,,
10:21.0,,,36-29,,D. Arthur misses 3-pt shot from 22 ft
10:19.0,Defensive rebound by K. Durant,,36-29,,
10:09.0,K. Thompson misses 3-pt shot from 22 ft,,36-29,,
10:05.0,,,36-29,,Defensive rebound by E. Mudiay
9:47.0,,,36-31,2,G. Harris makes 2-pt shot from 2 ft
9:29.0,S. Livingston misses 3-pt shot from 22 ft,,36-31,,
9:26.0,Offensive rebound by K. Looney,,36-31,,
9:25.0,K. Thompson misses 2-pt shot from 12 ft,,36-31,,
9:23.0,,,36-31,,Defensive rebound by T. Lyles
9:10.0,,,36-34,3,E. Mudiay makes 3-pt shot from 24 ft (assist by D. Arthur)
8:57.0,K. Durant makes 2-pt shot from 14 ft,2,38-34,,
8:42.0,,,38-34,,E. Mudiay misses 2-pt shot from 2 ft
8:41.0,Defensive rebound by K. Looney,,38-34,,
8:29.0,Shooting foul by G. Harris (drawn by K. Durant),,38-34,,
8:29.0,K. Durant misses free throw 1 of 2,,38-34,,
8:29.0,Offensive rebound by Team,,38-34,,
8:29.0,K. Durant makes free throw 2 of 2,1,39-34,,
8:20.0,,,39-34,,Shooting foul by K. Durant (drawn by T. Lyles)
8:20.0,,,39-35,1,T. Lyles makes free throw 1 of 3
8:20.0,,,39-36,1,T. Lyles makes free throw 2 of 3
8:20.0,,,39-36,,T. Lyles misses free throw 3 of 3
8:17.0,Defensive rebound by S. Livingston,,39-36,,
8:08.0,S. Livingston makes 2-pt shot from 16 ft (assist by K. Looney),2,41-36,,
8:08.0,Shooting foul by E. Mudiay (drawn by S. Livingston),,41-36,,
8:08.0,D. Green enters the game for K. Looney,,41-36,,
8:08.0,N. Young enters the game for A. Iguodala,,41-36,,
8:08.0,S. Livingston makes free throw 1 of 1,1,42-36,,
7:50.0,,,42-39,3,G. Harris makes 3-pt shot from 25 ft (assist by D. Arthur)
7:38.0,K. Durant makes 2-pt shot from 20 ft (assist by D. Green),2,44-39,,
7:22.0,,,44-42,3,T. Lyles makes 3-pt shot from 22 ft (assist by E. Mudiay)
7:11.0,S. Livingston misses 2-pt shot from 5 ft,,44-42,,
7:09.0,,,44-42,,Defensive rebound by E. Mudiay
7:05.0,,,44-44,2,E. Mudiay makes 2-pt shot from 18 ft
6:38.0,K. Thompson misses 3-pt shot from 24 ft,,44-44,,
6:35.0,,,44-44,,Defensive rebound by E. Mudiay
6:32.0,,,44-44,,Shooting foul by D. Green (drawn by G. Harris)
6:32.0,,,44-44,,Denver full timeout
6:32.0,,,44-44,,J. Murray enters the game for D. Arthur
6:32.0,,,44-44,,N. Jokic enters the game for E. Mudiay
6:32.0,S. Curry enters the game for K. Thompson,,44-44,,
6:32.0,Z. Pachulia enters the game for K. Durant,,44-44,,
6:32.0,,,44-45,1,G. Harris makes free throw 1 of 2
6:32.0,,,44-46,1,G. Harris makes free throw 2 of 2
6:19.0,N. Young misses 3-pt shot from 25 ft,,44-46,,
6:16.0,,,44-46,,Defensive rebound by T. Lyles
5:55.0,,,44-48,2,W. Chandler makes 2-pt shot from 1 ft
5:43.0,Turnover by Z. Pachulia (bad pass),,44-48,,
5:33.0,,,44-50,2,J. Murray makes 2-pt shot from 1 ft (assist by W. Chandler)
5:31.0,Golden State full timeout,,44-50,,
5:31.0,,,44-50,,W. Barton enters the game for W. Chandler
5:31.0,K. Durant enters the game for S. Livingston,,44-50,,
5:21.0,K. Durant makes 2-pt shot from 13 ft (assist by S. Curry),2,46-50,,
5:08.0,,,46-50,,T. Lyles misses 3-pt shot from 25 ft
5:04.0,Defensive rebound by D. Green,,46-50,,
4:57.0,K. Durant makes 2-pt shot from 12 ft (assist by D. Green),2,48-50,,
4:42.0,,,48-50,,G. Harris misses 2-pt shot from 16 ft
4:39.0,Defensive rebound by D. Green,,48-50,,
4:33.0,K. Durant makes 2-pt shot from 1 ft (assist by D. Green),2,50-50,,
4:19.0,,,50-50,,N. Jokic misses 3-pt shot from 24 ft
4:17.0,Defensive rebound by D. Green,,50-50,,
4:12.0,K. Durant misses 3-pt shot from 25 ft,,50-50,,
4:09.0,,,50-50,,Defensive rebound by N. Jokic
4:05.0,,,50-50,,Turnover by N. Jokic (bad pass; steal by S. Curry)
3:48.0,Turnover by S. Curry (lost ball; steal by J. Murray),,50-50,,
3:44.0,,,50-52,2,W. Barton makes 2-pt shot from 1 ft (assist by J. Murray)
3:28.0,Z. Pachulia makes 2-pt shot from 1 ft (assist by S. Curry),2,52-52,,
3:16.0,,,52-52,,Turnover by G. Harris (lost ball; steal by N. Young)
3:10.0,N. Young makes 2-pt shot from 2 ft (assist by K. Durant),2,54-52,,
3:09.0,,,54-52,,Denver full timeout
3:09.0,,,54-52,,W. Chandler enters the game for T. Lyles
3:09.0,K. Thompson enters the game for N. Young,,54-52,,
2:50.0,,,54-52,,N. Jokic misses 2-pt shot from 4 ft
2:49.0,,,54-52,,Offensive rebound by W. Barton
2:45.0,,,54-52,,W. Barton misses 2-pt shot from 3 ft
2:42.0,Defensive rebound by K. Durant,,54-52,,
2:35.0,Turnover by D. Green (bad pass),,54-52,,
2:30.0,Personal foul by Z. Pachulia (drawn by N. Jokic),,54-52,,
2:20.0,,,54-52,,W. Barton misses 2-pt shot from 16 ft
2:15.0,,,54-52,,Offensive rebound by G. Harris
2:00.0,,,54-52,,J. Murray misses 2-pt shot from 10 ft
1:59.0,Defensive rebound by Team,,54-52,,
1:47.0,S. Curry misses 3-pt shot from 24 ft,,54-52,,
1:44.0,Offensive rebound by S. Curry,,54-52,,
1:42.0,S. Curry makes 2-pt shot from 4 ft,2,56-52,,
1:27.0,,,56-54,2,N. Jokic makes 2-pt shot from 2 ft (assist by W. Chandler)
1:27.0,,,56-54,,Shooting foul by Z. Pachulia (drawn by N. Jokic)
1:27.0,N. Young enters the game for Z. Pachulia,,56-54,,
1:27.0,,,56-55,1,N. Jokic makes free throw 1 of 1
1:12.0,S. Curry misses 3-pt shot from 24 ft,,56-55,,
1:10.0,,,56-55,,Defensive rebound by Team
1:00.0,,,56-55,,N. Jokic misses 2-pt shot from 12 ft
0:58.0,,,56-55,,Offensive rebound by J. Murray
0:46.0,,,56-55,,N. Jokic misses 2-pt shot from 5 ft
0:42.0,Defensive rebound by S. Curry,,56-55,,
0:41.0,Turnover by S. Curry (bad pass; steal by N. Jokic),,56-55,,
0:38.0,,,56-55,,G. Harris misses 3-pt shot from 23 ft
0:35.0,Defensive rebound by S. Curry,,56-55,,
0:28.0,K. Thompson misses 2-pt shot from 21 ft,,56-55,,
0:26.0,,,56-55,,Defensive rebound by G. Harris
0:25.0,,,56-55,,G. Harris misses 3-pt shot from 25 ft
0:22.0,,,56-55,,Offensive rebound by W. Barton
0:21.0,,,56-55,,W. Barton misses 2-pt shot from 2 ft
0:19.0,Defensive rebound by Team,,56-55,,
0:19.0,,,56-55,,Loose ball foul by W. Chandler (drawn by D. Green)
0:19.0,,,56-55,,T. Craig enters the game for N. Jokic
0:04.0,Turnover by S. Curry (bad pass; steal by W. Chandler),,56-55,,
0:00.0,,,56-55,,Turnover by G. Harris (bad pass)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,K. Durant makes 2-pt shot from 2 ft (assist by D. Green),2,58-55,,
11:23.0,,,58-55,,Turnover by J. Murray (bad pass; steal by Z. Pachulia)
11:19.0,Z. Pachulia misses 2-pt shot from 3 ft,,58-55,,
11:15.0,,,58-55,,Defensive rebound by J. Murray
11:10.0,,,58-57,2,J. Murray makes 2-pt shot from 2 ft
10:54.0,D. Green misses 2-pt shot from 8 ft,,58-57,,
10:51.0,,,58-57,,Defensive rebound by W. Chandler
10:44.0,,,58-59,2,N. Jokic makes 2-pt shot from 4 ft (assist by W. Chandler)
10:33.0,Shooting foul by N. Jokic (drawn by Z. Pachulia),,58-59,,
10:33.0,Z. Pachulia makes free throw 1 of 2,1,59-59,,
10:33.0,Z. Pachulia makes free throw 2 of 2,1,60-59,,
10:19.0,,,60-62,3,N. Jokic makes 3-pt shot from 24 ft (assist by G. Harris)
10:02.0,Z. Pachulia misses 2-pt shot from 2 ft,,60-62,,
9:58.0,Offensive rebound by Z. Pachulia,,60-62,,
9:58.0,Z. Pachulia misses 2-pt shot at rim,,60-62,,
9:57.0,,,60-62,,Defensive rebound by N. Jokic
9:41.0,,,60-62,,Turnover by N. Jokic (bad pass; steal by D. Green)
9:41.0,,,60-62,,Personal foul by W. Chandler (drawn by D. Green)
9:39.0,Shooting foul by W. Chandler (drawn by K. Durant),,60-62,,
9:39.0,K. Durant makes free throw 1 of 3,1,61-62,,
9:39.0,K. Durant makes free throw 2 of 3,1,62-62,,
9:39.0,K. Durant makes free throw 3 of 3,1,63-62,,
9:16.0,,,63-62,,G. Harris misses 2-pt shot from 13 ft
9:15.0,Defensive rebound by Team,,63-62,,
9:15.0,,,63-62,,Turnover by Team (shot clock)
9:06.0,S. Curry makes 3-pt shot from 25 ft,3,66-62,,
8:51.0,,,66-64,2,N. Jokic makes 2-pt shot from 4 ft (assist by J. Murray)
8:38.0,K. Thompson misses 3-pt shot from 22 ft,,66-64,,
8:32.0,Offensive rebound by Z. Pachulia,,66-64,,
8:30.0,,,66-64,,Personal foul by W. Chandler (drawn by K. Durant)
8:30.0,,,66-64,,T. Craig enters the game for W. Chandler
8:13.0,D. Green makes 2-pt shot from 1 ft (assist by K. Durant),2,68-64,,
7:52.0,,,68-64,,J. Murray misses 3-pt shot from 24 ft
7:48.0,Defensive rebound by Z. Pachulia,,68-64,,
7:33.0,D. Green makes 2-pt shot from 2 ft,2,70-64,,
7:32.0,,,70-64,,Denver full timeout
7:32.0,,,70-64,,T. Lyles enters the game for W. Barton
7:17.0,,,70-64,,T. Lyles misses 2-pt shot from 19 ft
7:14.0,Defensive rebound by S. Curry,,70-64,,
7:03.0,K. Durant misses 3-pt shot from 23 ft,,70-64,,
7:00.0,,,70-64,,Defensive rebound by T. Lyles
6:47.0,,,70-64,,J. Murray misses 3-pt shot from 25 ft
6:44.0,Defensive rebound by K. Durant,,70-64,,
6:37.0,Shooting foul by T. Craig (drawn by S. Curry),,70-64,,
6:37.0,S. Curry makes free throw 1 of 2,1,71-64,,
6:37.0,J. McGee enters the game for Z. Pachulia,,71-64,,
6:37.0,S. Curry makes free throw 2 of 2,1,72-64,,
6:21.0,,,72-64,,T. Lyles misses 3-pt shot from 22 ft
6:16.0,,,72-64,,Offensive rebound by T. Lyles
6:14.0,,,72-64,,T. Lyles misses 2-pt shot from 2 ft (block by J. McGee)
6:14.0,,,72-64,,Offensive rebound by T. Lyles
6:12.0,Shooting block foul by J. McGee (drawn by T. Lyles),,72-64,,
6:12.0,,,72-65,1,T. Lyles makes free throw 1 of 2
6:12.0,Violation by J. McGee (lane),,72-65,,
6:12.0,,,72-65,,T. Lyles misses free throw 2 of 2
6:10.0,Defensive rebound by J. McGee,,72-65,,
6:04.0,K. Durant makes 2-pt shot from 18 ft,2,74-65,,
5:49.0,,,74-65,,N. Jokic misses 2-pt shot from 2 ft (block by J. McGee)
5:45.0,Defensive rebound by D. Green,,74-65,,
5:42.0,S. Curry makes 3-pt shot from 25 ft (assist by K. Thompson),3,77-65,,
5:32.0,,,77-65,,Offensive foul by N. Jokic (drawn by S. Curry)
5:32.0,,,77-65,,Turnover by N. Jokic (offensive foul)
5:21.0,D. Green misses 2-pt shot from 17 ft,,77-65,,
5:17.0,,,77-65,,Defensive rebound by T. Craig
5:03.0,,,77-67,2,N. Jokic makes 2-pt shot from 3 ft (assist by G. Harris)
4:47.0,Golden State full timeout,,77-67,,
4:47.0,A. Iguodala enters the game for D. Green,,77-67,,
4:42.0,A. Iguodala misses 2-pt shot from 12 ft,,77-67,,
4:37.0,,,77-67,,Defensive rebound by N. Jokic
4:19.0,,,77-69,2,J. Murray makes 2-pt shot from 21 ft (assist by T. Lyles)
3:58.0,K. Thompson makes 2-pt shot from 8 ft,2,79-69,,
3:41.0,,,79-71,2,T. Lyles makes 2-pt shot from 2 ft (assist by T. Craig)
3:30.0,A. Iguodala misses 3-pt shot from 24 ft,,79-71,,
3:26.0,,,79-71,,Defensive rebound by G. Harris
3:19.0,,,79-71,,Shooting foul by J. McGee (drawn by G. Harris)
3:19.0,,,79-72,1,G. Harris makes free throw 1 of 2
3:19.0,N. Young enters the game for J. McGee,,79-72,,
3:19.0,K. Looney enters the game for K. Thompson,,79-72,,
3:19.0,,,79-72,,G. Harris misses free throw 2 of 2
3:17.0,Defensive rebound by A. Iguodala,,79-72,,
2:56.0,K. Durant makes 2-pt shot from 18 ft,2,81-72,,
2:32.0,Personal foul by K. Looney (drawn by N. Jokic),,81-72,,
2:32.0,,,81-72,,W. Barton enters the game for G. Harris
2:32.0,D. Green enters the game for K. Durant,,81-72,,
2:18.0,,,81-72,,N. Jokic misses 2-pt shot from 4 ft
2:16.0,,,81-72,,Offensive rebound by T. Craig
2:16.0,,,81-72,,Shooting foul by K. Looney (drawn by T. Craig)
2:16.0,,,81-72,,T. Craig misses free throw 1 of 2
2:16.0,,,81-72,,Offensive rebound by Team
2:16.0,,,81-72,,E. Mudiay enters the game for J. Murray
2:16.0,,,81-73,1,T. Craig makes free throw 2 of 2
1:58.0,S. Curry misses 3-pt shot from 26 ft,,81-73,,
1:55.0,Offensive rebound by N. Young,,81-73,,
1:45.0,S. Curry misses 2-pt shot from 3 ft,,81-73,,
1:42.0,,,81-73,,Defensive rebound by E. Mudiay
1:39.0,,,81-73,,T. Craig misses 2-pt shot from 2 ft
1:38.0,Defensive rebound by N. Young,,81-73,,
1:15.0,Turnover by Team (shot clock),,81-73,,
1:15.0,,,81-73,,D. Arthur enters the game for N. Jokic
0:58.0,,,81-75,2,D. Arthur makes 2-pt shot from 19 ft (assist by E. Mudiay)
0:46.0,D. Green misses 2-pt shot from 3 ft,,81-75,,
0:46.0,Offensive rebound by K. Looney,,81-75,,
0:46.0,K. Looney makes 2-pt shot at rim,2,83-75,,
0:31.0,,,83-77,2,E. Mudiay makes 2-pt shot from 2 ft (assist by T. Lyles)
0:17.0,K. Looney misses 2-pt shot from 3 ft,,83-77,,
0:16.0,K. Looney misses 2-pt shot from 3 ft,,83-77,,
0:16.0,Offensive rebound by K. Looney,,83-77,,
0:16.0,Offensive rebound by K. Looney,,83-77,,
0:16.0,Shooting foul by T. Lyles (drawn by K. Looney),,83-77,,
0:16.0,K. Looney misses free throw 1 of 2,,83-77,,
0:16.0,Offensive rebound by Team,,83-77,,
0:16.0,,,83-77,,G. Harris enters the game for T. Craig
0:16.0,S. Livingston enters the game for N. Young,,83-77,,
0:16.0,P. McCaw enters the game for S. Curry,,83-77,,
0:16.0,K. Looney misses free throw 2 of 2,,83-77,,
0:15.0,,,83-77,,Defensive rebound by T. Lyles
0:01.0,,,83-77,,D. Arthur misses 3-pt shot from 23 ft
0:01.0,,,83-77,,Offensive rebound by E. Mudiay
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,83-79,2,T. Lyles makes 2-pt shot from 11 ft
11:31.0,Offensive foul by D. Jones (drawn by T. Craig),,83-79,,
11:31.0,Turnover by D. Jones (offensive foul),,83-79,,
11:15.0,,,83-79,,Turnover by T. Craig (step out of bounds)
10:58.0,K. Durant misses 2-pt shot from 14 ft,,83-79,,
10:56.0,,,83-79,,Defensive rebound by T. Lyles
10:49.0,,,83-79,,Shooting foul by D. Jones (drawn by W. Barton)
10:49.0,,,83-80,1,W. Barton makes free throw 1 of 2
10:49.0,,,83-81,1,W. Barton makes free throw 2 of 2
10:42.0,S. Livingston makes 2-pt shot from 12 ft (assist by K. Thompson),2,85-81,,
10:42.0,Shooting foul by E. Mudiay (drawn by S. Livingston),,85-81,,
10:42.0,S. Livingston makes free throw 1 of 1,1,86-81,,
10:26.0,,,86-81,,D. Arthur misses 2-pt shot from 11 ft
10:26.0,,,86-81,,Offensive rebound by Team
10:26.0,Loose ball foul by D. Jones (drawn by T. Lyles),,86-81,,
10:13.0,,,86-81,,T. Lyles misses 3-pt shot from 24 ft
10:11.0,,,86-81,,Offensive rebound by T. Craig
10:10.0,Personal foul by S. Livingston (drawn by T. Craig),,86-81,,
9:52.0,,,86-81,,Turnover by E. Mudiay (lost ball; steal by S. Livingston)
9:36.0,K. Durant makes 2-pt shot from 2 ft,2,88-81,,
9:16.0,,,88-84,3,D. Arthur makes 3-pt shot from 22 ft (assist by W. Barton)
8:50.0,A. Iguodala makes 3-pt shot from 25 ft (assist by K. Thompson),3,91-84,,
8:39.0,,,91-84,,T. Craig misses 2-pt shot from 1 ft
8:35.0,,,91-84,,Offensive rebound by T. Craig
8:35.0,,,91-86,2,T. Craig makes 2-pt shot at rim
8:26.0,S. Livingston misses 2-pt shot from 11 ft,,91-86,,
8:24.0,,,91-86,,Defensive rebound by T. Lyles
8:15.0,,,91-86,,Turnover by W. Barton (bad pass; steal by K. Thompson)
8:12.0,A. Iguodala makes 2-pt shot from 2 ft (assist by K. Thompson),2,93-86,,
8:12.0,,,93-86,,Violation by T. Craig (def goaltending)
8:00.0,,,93-88,2,T. Lyles makes 2-pt shot from 12 ft (assist by E. Mudiay)
7:44.0,K. Durant makes 2-pt shot from 15 ft,2,95-88,,
7:31.0,,,95-88,,W. Barton misses 2-pt shot from 4 ft (block by D. Jones)
7:31.0,,,95-88,,Offensive rebound by Team
7:31.0,D. Green enters the game for D. Jones,,95-88,,
7:26.0,,,95-90,2,T. Lyles makes 2-pt shot from 1 ft (assist by D. Arthur)
7:26.0,,,95-90,,Shooting foul by D. Green (drawn by T. Lyles)
7:26.0,Violation by S. Livingston (lane),,95-90,,
7:26.0,,,95-91,1,T. Lyles makes free throw 1 of 1
7:07.0,D. Green misses 3-pt shot from 24 ft,,95-91,,
7:03.0,,,95-91,,Defensive rebound by T. Lyles
6:57.0,,,95-91,,E. Mudiay misses 3-pt shot from 24 ft (block by D. Green)
6:53.0,Defensive rebound by D. Green,,95-91,,
6:51.0,,,95-91,,Denver full timeout
6:51.0,,,95-91,,J. Murray enters the game for D. Arthur
6:51.0,,,95-91,,N. Jokic enters the game for E. Mudiay
6:51.0,,,95-91,,W. Chandler enters the game for T. Craig
6:51.0,,,95-91,,G. Harris enters the game for T. Lyles
6:43.0,K. Durant makes 2-pt shot from 21 ft,2,97-91,,
6:25.0,,,97-91,,Turnover by N. Jokic (turnover)
6:09.0,K. Thompson misses 3-pt shot from 25 ft,,97-91,,
6:06.0,,,97-91,,Defensive rebound by W. Barton
6:02.0,,,97-94,3,W. Barton makes 3-pt shot from 24 ft
