time,New York,pts.away,score,pts.home,Toronto
6:12.0,,,28-41,2,D. Wright makes 2-pt shot from 2 ft
5:52.0,M. Beasley makes 2-pt shot from 1 ft (assist by T. Burke),2,30-41,,
5:52.0,Shooting foul by J. Poeltl (drawn by M. Beasley),,30-41,,
5:52.0,,,30-41,,K. Lowry enters the game for F. VanVleet
5:52.0,,,30-41,,J. Valanciunas enters the game for J. Poeltl
5:52.0,,,30-41,,S. Ibaka enters the game for P. Siakam
5:52.0,J. Jack enters the game for T. Burke,,30-41,,
5:52.0,T. Hardaway enters the game for L. Thomas,,30-41,,
5:52.0,M. Beasley makes free throw 1 of 1,1,31-41,,
5:29.0,,,31-41,,Turnover by K. Lowry (bad pass; steal by M. Beasley)
5:21.0,Shooting foul by C. Miles (drawn by M. Beasley),,31-41,,
5:21.0,M. Beasley makes free throw 1 of 2,1,32-41,,
5:21.0,,,32-41,,D. DeRozan enters the game for D. Wright
5:21.0,M. Beasley makes free throw 2 of 2,1,33-41,,
5:02.0,,,33-43,2,S. Ibaka makes 2-pt shot from 4 ft (assist by J. Valanciunas)
4:43.0,K. O'Quinn makes 2-pt shot from 15 ft (assist by J. Jack),2,35-43,,
4:28.0,,,35-43,,K. Lowry misses 3-pt shot from 25 ft
4:26.0,,,35-43,,Offensive rebound by J. Valanciunas
4:17.0,,,35-45,2,J. Valanciunas makes 2-pt shot from 2 ft (assist by K. Lowry)
3:59.0,C. Lee misses 3-pt shot from 24 ft,,35-45,,
3:57.0,,,35-45,,Defensive rebound by S. Ibaka
3:48.0,,,35-45,,Shooting foul by M. Beasley (drawn by J. Valanciunas)
3:48.0,,,35-46,1,J. Valanciunas makes free throw 1 of 2
3:48.0,,,35-46,,O. Anunoby enters the game for C. Miles
3:48.0,,,35-46,,J. Valanciunas misses free throw 2 of 2
3:45.0,Defensive rebound by T. Hardaway,,35-46,,
3:35.0,T. Hardaway misses 2-pt shot from 14 ft,,35-46,,
3:32.0,,,35-46,,Defensive rebound by S. Ibaka
3:23.0,,,35-46,,S. Ibaka misses 2-pt shot from 3 ft (block by M. Beasley)
3:20.0,Defensive rebound by C. Lee,,35-46,,
3:11.0,Shooting foul by K. Lowry (drawn by M. Beasley),,35-46,,
3:11.0,M. Beasley makes free throw 1 of 2,1,36-46,,
3:11.0,M. Beasley makes free throw 2 of 2,1,37-46,,
2:55.0,,,37-46,,O. Anunoby misses 3-pt shot from 25 ft
2:53.0,Defensive rebound by M. Beasley,,37-46,,
2:46.0,T. Hardaway misses 3-pt shot from 26 ft,,37-46,,
2:44.0,,,37-46,,Defensive rebound by D. DeRozan
2:37.0,,,37-46,,K. Lowry misses 3-pt shot from 25 ft
2:34.0,Defensive rebound by K. O'Quinn,,37-46,,
2:23.0,K. O'Quinn makes 2-pt shot from 1 ft (assist by J. Jack),2,39-46,,
2:11.0,,,39-46,,J. Valanciunas misses 2-pt shot from 3 ft
2:11.0,,,39-46,,Offensive rebound by Team
2:11.0,Loose ball foul by J. Jack (drawn by J. Valanciunas),,39-46,,
2:11.0,New York full timeout,,39-46,,
1:52.0,,,39-49,3,K. Lowry makes 3-pt shot from 25 ft (assist by D. DeRozan)
1:26.0,J. Jack makes 2-pt shot from 6 ft,2,41-49,,
1:08.0,,,41-49,,K. Lowry misses 3-pt shot from 25 ft
1:05.0,Defensive rebound by M. Beasley,,41-49,,
0:59.0,T. Hardaway misses 2-pt shot from 15 ft,,41-49,,
0:56.0,Offensive rebound by K. O'Quinn,,41-49,,
0:54.0,T. Hardaway misses 3-pt shot from 24 ft,,41-49,,
0:51.0,,,41-49,,Defensive rebound by S. Ibaka
0:41.0,,,41-49,,D. DeRozan misses 3-pt shot from 25 ft
0:38.0,Defensive rebound by M. Beasley,,41-49,,
0:31.0,J. Jack misses 3-pt shot from 26 ft,,41-49,,
0:29.0,,,41-49,,Defensive rebound by O. Anunoby
0:06.0,,,41-52,3,S. Ibaka makes 3-pt shot from 24 ft (assist by J. Valanciunas)
0:00.0,C. Lee misses 2-pt shot from 13 ft,,41-52,,
0:00.0,Offensive rebound by Team,,41-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,41-52,,D. DeRozan misses 2-pt shot from 15 ft
11:46.0,,,41-52,,Offensive rebound by J. Valanciunas
11:40.0,,,41-52,,K. Lowry misses 3-pt shot from 22 ft
11:39.0,Defensive rebound by K. O'Quinn,,41-52,,
11:29.0,,,41-52,,Personal foul by O. Anunoby (drawn by M. Beasley)
11:24.0,Turnover by J. Jack (bad pass; steal by K. Lowry),,41-52,,
11:04.0,,,41-52,,S. Ibaka misses 2-pt shot from 18 ft
11:00.0,Defensive rebound by C. Lee,,41-52,,
10:44.0,K. O'Quinn makes 2-pt shot from 2 ft (assist by J. Jack),2,43-52,,
10:27.0,,,43-52,,D. DeRozan misses 2-pt shot from 7 ft
10:27.0,Defensive rebound by Team,,43-52,,
10:27.0,,,43-52,,Loose ball foul by J. Valanciunas (drawn by K. O'Quinn)
10:11.0,M. Beasley misses 2-pt shot from 3 ft,,43-52,,
10:09.0,,,43-52,,Defensive rebound by S. Ibaka
10:03.0,,,43-54,2,D. DeRozan makes 2-pt shot from 11 ft
9:46.0,T. Hardaway makes 3-pt shot from 25 ft,3,46-54,,
9:35.0,,,46-56,2,J. Valanciunas makes 2-pt shot from 3 ft (assist by K. Lowry)
9:13.0,T. Hardaway misses 3-pt shot from 25 ft,,46-56,,
9:10.0,,,46-56,,Defensive rebound by K. Lowry
9:07.0,,,46-56,,K. Lowry misses 3-pt shot from 25 ft
9:05.0,Defensive rebound by M. Beasley,,46-56,,
8:56.0,Shooting foul by O. Anunoby (drawn by K. O'Quinn),,46-56,,
8:56.0,K. O'Quinn makes free throw 1 of 2,1,47-56,,
8:56.0,K. O'Quinn misses free throw 2 of 2,,47-56,,
8:53.0,,,47-56,,Defensive rebound by J. Valanciunas
8:40.0,,,47-56,,S. Ibaka misses 3-pt shot from 24 ft
8:36.0,,,47-56,,Offensive rebound by J. Valanciunas
8:34.0,,,47-58,2,J. Valanciunas makes 2-pt shot from 1 ft
8:14.0,J. Jack misses 2-pt shot from 14 ft,,47-58,,
8:12.0,,,47-58,,Defensive rebound by O. Anunoby
8:05.0,,,47-58,,J. Valanciunas misses 3-pt shot from 24 ft
8:01.0,,,47-58,,Offensive rebound by J. Valanciunas
7:41.0,,,47-58,,Turnover by D. DeRozan (bad pass; steal by M. Beasley)
7:37.0,T. Hardaway makes 2-pt shot from 1 ft (assist by J. Jack),2,49-58,,
7:23.0,,,49-58,,J. Valanciunas misses 2-pt shot from 10 ft
7:23.0,Defensive rebound by Team,,49-58,,
7:23.0,,,49-58,,Loose ball foul by J. Valanciunas (drawn by K. O'Quinn)
7:09.0,T. Hardaway misses 2-pt shot from 4 ft,,49-58,,
7:09.0,Offensive rebound by Team,,49-58,,
7:09.0,,,49-58,,Personal foul by S. Ibaka
7:09.0,,,49-58,,Technical foul by S. Ibaka
7:09.0,C. Lee makes technical free throw,1,50-58,,
7:09.0,M. Beasley makes free throw 1 of 2,1,51-58,,
7:09.0,M. Beasley makes free throw 2 of 2,1,52-58,,
6:58.0,,,52-58,,K. Lowry misses 2-pt shot from 17 ft
6:55.0,Defensive rebound by M. Beasley,,52-58,,
6:47.0,Turnover by J. Jack (lost ball; steal by K. Lowry),,52-58,,
6:42.0,,,52-58,,S. Ibaka misses 3-pt shot from 25 ft
6:38.0,Defensive rebound by J. Jack,,52-58,,
6:37.0,Turnover by T. Hardaway (out of bounds lost ball),,52-58,,
6:37.0,,,52-58,,Toronto full timeout
6:37.0,L. Thomas enters the game for C. Lee,,52-58,,
6:29.0,,,52-58,,Shooting foul by L. Thomas (drawn by D. DeRozan)
6:29.0,,,52-59,1,D. DeRozan makes free throw 1 of 2
6:29.0,,,52-60,1,D. DeRozan makes free throw 2 of 2
6:20.0,J. Jack makes 2-pt shot from 2 ft (assist by K. O'Quinn),2,54-60,,
6:00.0,,,54-63,3,S. Ibaka makes 3-pt shot from 22 ft (assist by O. Anunoby)
5:39.0,K. O'Quinn misses 2-pt shot from 3 ft (block by J. Valanciunas),,54-63,,
5:37.0,,,54-63,,Defensive rebound by J. Valanciunas
5:30.0,,,54-66,3,J. Valanciunas makes 3-pt shot from 24 ft (assist by D. DeRozan)
5:01.0,Turnover by L. Thomas (offensive goaltending),,54-66,,
4:41.0,,,54-66,,S. Ibaka misses 2-pt shot from 11 ft
4:38.0,Defensive rebound by L. Thomas,,54-66,,
4:32.0,T. Hardaway misses 2-pt shot from 2 ft,,54-66,,
4:30.0,,,54-66,,Defensive rebound by S. Ibaka
4:26.0,,,54-66,,D. DeRozan misses 2-pt shot from 2 ft (block by J. Jack)
4:25.0,,,54-66,,Offensive rebound by O. Anunoby
4:25.0,,,54-68,2,O. Anunoby makes 2-pt shot from 3 ft
4:25.0,,,54-68,,Shooting foul by L. Thomas (drawn by O. Anunoby)
4:25.0,,,54-68,,Technical foul by D. DeRozan
4:25.0,J. Jack makes technical free throw,1,55-68,,
4:25.0,L. Kornet enters the game for K. O'Quinn,,55-68,,
4:25.0,F. Ntilikina enters the game for J. Jack,,55-68,,
4:25.0,,,55-69,1,O. Anunoby makes free throw 1 of 1
4:14.0,L. Thomas misses 3-pt shot from 24 ft,,55-69,,
4:10.0,Offensive rebound by M. Beasley,,55-69,,
4:03.0,L. Kornet makes 2-pt shot from 1 ft (assist by M. Beasley),2,57-69,,
3:47.0,Personal foul by F. Ntilikina (drawn by K. Lowry),,57-69,,
3:47.0,,,57-69,,C. Miles enters the game for O. Anunoby
3:45.0,,,57-71,2,C. Miles makes 2-pt shot from 2 ft (assist by K. Lowry)
3:27.0,F. Ntilikina misses 2-pt shot from 16 ft,,57-71,,
3:23.0,Offensive rebound by L. Kornet,,57-71,,
3:15.0,L. Thomas makes 2-pt shot from 9 ft,2,59-71,,
3:00.0,,,59-71,,K. Lowry misses 2-pt shot from 5 ft
2:59.0,Defensive rebound by M. Beasley,,59-71,,
2:51.0,M. Beasley makes 2-pt shot from 10 ft (assist by L. Thomas),2,61-71,,
2:35.0,,,61-74,3,K. Lowry makes 3-pt shot from 24 ft (assist by D. DeRozan)
2:16.0,M. Beasley makes 2-pt shot from 1 ft,2,63-74,,
2:05.0,New York full timeout,,63-74,,
2:05.0,,,63-74,,P. Siakam enters the game for K. Lowry
2:05.0,,,63-74,,J. Poeltl enters the game for S. Ibaka
2:05.0,,,63-74,,F. VanVleet enters the game for J. Valanciunas
1:58.0,,,63-74,,C. Miles misses 2-pt shot from 13 ft
1:55.0,Defensive rebound by L. Kornet,,63-74,,
1:32.0,M. Beasley makes 2-pt shot from 8 ft,2,65-74,,
1:13.0,,,65-74,,F. VanVleet misses 3-pt shot from 22 ft
1:10.0,Defensive rebound by F. Ntilikina,,65-74,,
0:56.0,M. Beasley misses 2-pt shot from 6 ft (block by D. DeRozan),,65-74,,
0:54.0,,,65-74,,Defensive rebound by C. Miles
0:52.0,,,65-76,2,P. Siakam makes 2-pt shot from 1 ft (assist by C. Miles)
0:46.0,Turnover by F. Ntilikina (bad pass; steal by P. Siakam),,65-76,,
0:42.0,,,65-76,,P. Siakam misses 2-pt shot from 2 ft (block by L. Kornet)
0:40.0,Defensive rebound by T. Hardaway,,65-76,,
0:34.0,Turnover by F. Ntilikina (bad pass; steal by F. VanVleet),,65-76,,
0:33.0,Personal foul by F. Ntilikina (drawn by F. VanVleet),,65-76,,
0:33.0,,,65-76,,D. Wright enters the game for D. DeRozan
0:21.0,,,65-79,3,P. Siakam makes 3-pt shot from 22 ft (assist by F. VanVleet)
0:20.0,,,65-79,,Personal foul by F. VanVleet (drawn by F. Ntilikina)
0:20.0,F. Ntilikina makes free throw 1 of 2,1,66-79,,
0:20.0,F. Ntilikina misses free throw 2 of 2,,66-79,,
0:18.0,,,66-79,,Defensive rebound by P. Siakam
0:02.0,,,66-82,3,C. Miles makes 3-pt shot from 25 ft (assist by F. VanVleet)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,L. Kornet misses 3-pt shot from 24 ft,,66-82,,
11:40.0,,,66-82,,Defensive rebound by D. Wright
11:24.0,,,66-84,2,J. Poeltl makes 2-pt shot from 2 ft (assist by D. Wright)
11:10.0,L. Kornet makes 3-pt shot from 25 ft (assist by C. Lee),3,69-84,,
10:53.0,,,69-84,,C. Miles misses 3-pt shot from 25 ft
10:51.0,Defensive rebound by L. Kornet,,69-84,,
10:45.0,Turnover by F. Ntilikina (bad pass),,69-84,,
10:38.0,,,69-84,,Turnover by F. VanVleet (traveling)
10:30.0,Turnover by F. Ntilikina (bad pass; steal by F. VanVleet),,69-84,,
10:25.0,,,69-86,2,F. VanVleet makes 2-pt shot from 1 ft
10:00.0,I. Hicks makes 2-pt shot from 12 ft,2,71-86,,
9:48.0,,,71-86,,J. Poeltl misses 2-pt shot from 1 ft (block by L. Kornet)
9:46.0,Defensive rebound by L. Kornet,,71-86,,
9:42.0,F. Ntilikina misses 2-pt shot from 15 ft,,71-86,,
9:39.0,,,71-86,,Defensive rebound by C. Miles
9:38.0,Personal foul by F. Ntilikina (drawn by F. VanVleet),,71-86,,
9:21.0,,,71-86,,P. Siakam misses 2-pt shot from 20 ft
9:19.0,Defensive rebound by F. Ntilikina,,71-86,,
9:13.0,I. Hicks misses 2-pt shot from 3 ft,,71-86,,
9:10.0,,,71-86,,Defensive rebound by C. Miles
9:06.0,,,71-86,,F. VanVleet misses 2-pt shot from 8 ft
9:04.0,,,71-86,,Offensive rebound by Team
9:04.0,T. Burke enters the game for L. Thomas,,71-86,,
8:58.0,,,71-88,2,J. Poeltl makes 2-pt shot from 1 ft (assist by P. Siakam)
8:46.0,Turnover by C. Lee (lost ball; steal by F. VanVleet),,71-88,,
8:35.0,,,71-91,3,C. Miles makes 3-pt shot from 25 ft (assist by P. Siakam)
8:21.0,I. Hicks makes 2-pt shot from 2 ft (assist by F. Ntilikina),2,73-91,,
8:07.0,,,73-94,3,D. Wright makes 3-pt shot from 22 ft (assist by P. Siakam)
7:51.0,T. Burke misses 3-pt shot from 26 ft,,73-94,,
7:48.0,,,73-94,,Defensive rebound by D. Wright
7:44.0,,,73-96,2,D. Wright makes 2-pt shot from 6 ft
7:43.0,New York full timeout,,73-96,,
7:25.0,C. Lee misses 3-pt shot from 23 ft,,73-96,,
7:23.0,,,73-96,,Defensive rebound by F. VanVleet
7:02.0,,,73-99,3,C. Miles makes 3-pt shot from 25 ft (assist by P. Siakam)
6:53.0,D. Dotson enters the game for C. Lee,,73-99,,
6:48.0,L. Kornet misses 3-pt shot from 25 ft,,73-99,,
6:45.0,,,73-99,,Defensive rebound by P. Siakam
6:34.0,,,73-102,3,F. VanVleet makes 3-pt shot from 24 ft (assist by D. Wright)
6:25.0,,,73-102,,Personal foul by P. Siakam (drawn by T. Burke)
6:25.0,J. Jack enters the game for F. Ntilikina,,73-102,,
6:16.0,Shooting foul by J. Poeltl (drawn by T. Burke),,73-102,,
6:16.0,T. Burke makes free throw 1 of 2,1,74-102,,
6:16.0,T. Burke makes free throw 2 of 2,1,75-102,,
6:05.0,,,75-102,,C. Miles misses 2-pt shot from 21 ft
6:04.0,Defensive rebound by L. Kornet,,75-102,,
5:47.0,J. Jack makes 2-pt shot from 12 ft (assist by T. Burke),2,77-102,,
5:26.0,,,77-104,2,P. Siakam makes 2-pt shot from 3 ft (assist by F. VanVleet)
5:11.0,L. Kornet misses 2-pt shot from 2 ft,,77-104,,
5:07.0,,,77-104,,Defensive rebound by J. Poeltl
5:01.0,,,77-107,3,F. VanVleet makes 3-pt shot from 23 ft (assist by P. Siakam)
4:42.0,T. Burke makes 3-pt shot from 24 ft,3,80-107,,
4:25.0,K. O'Quinn enters the game for L. Kornet,,80-107,,
4:16.0,,,80-107,,Turnover by Team (shot clock)
4:07.0,T. Burke misses 2-pt shot from 16 ft,,80-107,,
4:04.0,,,80-107,,Defensive rebound by C. Miles
3:47.0,,,80-109,2,J. Poeltl makes 2-pt shot from 10 ft (assist by P. Siakam)
3:37.0,,,80-109,,N. Powell enters the game for C. Miles
3:37.0,,,80-109,,L. Nogueira enters the game for J. Poeltl
3:37.0,F. Ntilikina enters the game for J. Jack,,80-109,,
3:22.0,K. O'Quinn misses 2-pt shot from 2 ft,,80-109,,
3:19.0,Offensive rebound by K. O'Quinn,,80-109,,
3:18.0,K. O'Quinn misses 2-pt shot from 2 ft,,80-109,,
3:18.0,,,80-109,,Defensive rebound by N. Powell
