time,Chicago,pts.away,score,pts.home,Milwaukee
7:57.0,,,6-15,,Shooting foul by N. Mirotic (drawn by J. Henson)
7:57.0,B. Portis enters the game for N. Mirotic,,6-15,,
7:57.0,,,6-16,1,J. Henson makes free throw 1 of 1
7:43.0,D. Nwaba makes 3-pt shot from 25 ft (assist by K. Dunn),3,9-16,,
7:31.0,,,9-16,,K. Middleton misses 2-pt shot from 18 ft
7:29.0,Defensive rebound by B. Portis,,9-16,,
7:25.0,B. Portis makes 3-pt shot from 25 ft (assist by K. Dunn),3,12-16,,
7:15.0,Personal foul by B. Portis (drawn by G. Antetokounmpo),,12-16,,
7:15.0,,,12-16,,G. Antetokounmpo misses free throw 1 of 2
7:15.0,,,12-16,,Offensive rebound by Team
7:15.0,,,12-17,1,G. Antetokounmpo makes free throw 2 of 2
6:53.0,K. Dunn misses 2-pt shot from 19 ft,,12-17,,
6:49.0,,,12-17,,Defensive rebound by G. Antetokounmpo
6:44.0,,,12-19,2,G. Antetokounmpo makes 2-pt shot from 1 ft
6:44.0,Chicago full timeout,,12-19,,
6:29.0,D. Nwaba makes 2-pt shot from 1 ft (assist by K. Dunn),2,14-19,,
6:08.0,,,14-21,2,K. Middleton makes 2-pt shot from 9 ft
5:58.0,J. Holiday misses 2-pt shot from 3 ft,,14-21,,
5:55.0,Offensive rebound by R. Lopez,,14-21,,
5:53.0,B. Portis makes 3-pt shot from 26 ft (assist by R. Lopez),3,17-21,,
5:41.0,,,17-21,,Turnover by E. Bledsoe (bad pass; steal by D. Nwaba)
5:37.0,D. Nwaba misses 2-pt shot at rim,,17-21,,
5:34.0,,,17-21,,Defensive rebound by G. Payton
5:34.0,,,17-21,,Shooting foul by R. Lopez (drawn by G. Antetokounmpo)
5:34.0,,,17-22,1,G. Antetokounmpo makes free throw 1 of 2
5:34.0,,,17-22,,D. Liggins enters the game for G. Payton
5:34.0,,,17-22,,M. Brogdon enters the game for E. Bledsoe
5:34.0,,,17-22,,G. Antetokounmpo misses free throw 2 of 2
5:31.0,Defensive rebound by D. Nwaba,,17-22,,
5:17.0,K. Dunn misses 3-pt shot from 23 ft,,17-22,,
5:17.0,Offensive rebound by Team,,17-22,,
5:17.0,,,17-22,,Loose ball foul by J. Henson (drawn by R. Lopez)
5:11.0,K. Dunn makes 2-pt shot from 2 ft,2,19-22,,
4:53.0,,,19-22,,J. Henson misses 2-pt shot from 4 ft
4:50.0,Defensive rebound by B. Portis,,19-22,,
4:42.0,K. Dunn makes 2-pt shot from 18 ft (assist by J. Holiday),2,21-22,,
4:28.0,,,21-22,,Shooting foul by J. Holiday (drawn by J. Henson)
4:28.0,,,21-22,,J. Henson misses free throw 1 of 2
4:28.0,,,21-22,,Offensive rebound by Team
4:28.0,,,21-22,,D. Wilson enters the game for G. Antetokounmpo
4:28.0,,,21-22,,J. Henson misses free throw 2 of 2
4:25.0,Defensive rebound by B. Portis,,21-22,,
4:22.0,Shooting foul by D. Liggins (drawn by K. Dunn),,21-22,,
4:22.0,K. Dunn makes free throw 1 of 2,1,22-22,,
4:22.0,,,22-22,,T. Maker enters the game for J. Henson
4:22.0,K. Dunn misses free throw 2 of 2,,22-22,,
4:19.0,,,22-22,,Defensive rebound by K. Middleton
4:04.0,,,22-22,,M. Brogdon misses 2-pt shot from 16 ft
4:02.0,Defensive rebound by J. Holiday,,22-22,,
3:49.0,D. Nwaba makes 2-pt shot from 4 ft (assist by J. Holiday),2,24-22,,
3:37.0,,,24-22,,M. Brogdon misses 3-pt shot from 27 ft
3:37.0,Defensive rebound by B. Portis,,24-22,,
3:25.0,B. Portis makes 2-pt shot from 5 ft,2,26-22,,
3:24.0,,,26-22,,Milwaukee full timeout
3:12.0,,,26-22,,K. Middleton misses 2-pt shot from 15 ft
3:08.0,Defensive rebound by B. Portis,,26-22,,
3:00.0,B. Portis misses 2-pt shot from 2 ft,,26-22,,
2:57.0,Offensive rebound by D. Nwaba,,26-22,,
2:51.0,R. Lopez makes 2-pt shot at rim,2,28-22,,
2:51.0,Shooting foul by D. Wilson (drawn by R. Lopez),,28-22,,
2:51.0,,,28-22,,R. Vaughn enters the game for D. Liggins
2:51.0,R. Lopez misses free throw 1 of 1,,28-22,,
2:45.0,,,28-22,,Defensive rebound by T. Maker
2:36.0,,,28-22,,Shooting foul by D. Nwaba (drawn by R. Vaughn)
2:36.0,,,28-22,,R. Vaughn misses free throw 1 of 2
2:36.0,,,28-22,,Offensive rebound by Team
2:36.0,J. Grant enters the game for K. Dunn,,28-22,,
2:36.0,,,28-23,1,R. Vaughn makes free throw 2 of 2
2:22.0,D. Nwaba misses 2-pt shot from 2 ft,,28-23,,
2:20.0,,,28-23,,Defensive rebound by T. Maker
2:13.0,,,28-26,3,R. Vaughn makes 3-pt shot from 23 ft (assist by K. Middleton)
1:58.0,Turnover by J. Holiday (bad pass; steal by T. Maker),,28-26,,
1:52.0,,,28-26,,R. Vaughn misses 2-pt shot from 2 ft
1:49.0,Defensive rebound by R. Lopez,,28-26,,
1:41.0,,,28-26,,Def 3 sec tech foul by D. Wilson
1:41.0,J. Holiday makes technical free throw,1,29-26,,
1:27.0,Shooting foul by T. Maker (drawn by J. Grant),,29-26,,
1:27.0,J. Grant misses free throw 1 of 3,,29-26,,
1:27.0,Offensive rebound by Team,,29-26,,
1:27.0,J. Grant makes free throw 2 of 3,1,30-26,,
1:27.0,P. Zipser enters the game for R. Lopez,,30-26,,
1:27.0,J. Grant makes free throw 3 of 3,1,31-26,,
1:05.0,,,31-26,,Turnover by D. Wilson (bad pass; steal by D. Nwaba)
1:01.0,D. Nwaba makes 2-pt shot from 1 ft,2,33-26,,
0:51.0,,,33-28,2,M. Brogdon makes 2-pt shot from 1 ft
0:33.0,B. Portis misses 3-pt shot from 27 ft,,33-28,,
0:30.0,Offensive rebound by J. Holiday,,33-28,,
0:28.0,J. Holiday misses 2-pt shot at rim,,33-28,,
0:28.0,,,33-28,,Defensive rebound by T. Maker
0:10.0,,,33-28,,Shooting foul by P. Zipser (drawn by K. Middleton)
0:10.0,,,33-29,1,K. Middleton makes free throw 1 of 2
0:10.0,,,33-30,1,K. Middleton makes free throw 2 of 2
0:00.0,D. Nwaba misses 2-pt shot from 8 ft,,33-30,,
0:00.0,Offensive rebound by Team,,33-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,33-33,3,S. Brown makes 3-pt shot from 23 ft (assist by M. Brogdon)
11:33.0,,,33-33,,Personal foul by S. Brown (drawn by D. Nwaba)
11:14.0,B. Portis misses 2-pt shot from 14 ft,,33-33,,
11:11.0,,,33-33,,Defensive rebound by S. Brown
11:07.0,,,33-33,,Turnover by G. Antetokounmpo (out of bounds lost ball)
10:54.0,J. Grant misses 3-pt shot from 23 ft,,33-33,,
10:49.0,,,33-33,,Defensive rebound by G. Antetokounmpo
10:38.0,,,33-35,2,G. Antetokounmpo makes 2-pt shot at rim
10:25.0,D. Valentine misses 2-pt shot from 14 ft,,33-35,,
10:22.0,Offensive rebound by D. Nwaba,,33-35,,
10:21.0,Shooting foul by S. Brown (drawn by B. Portis),,33-35,,
10:21.0,B. Portis makes free throw 1 of 2,1,34-35,,
10:21.0,N. Mirotic enters the game for D. Nwaba,,34-35,,
10:21.0,B. Portis makes free throw 2 of 2,1,35-35,,
9:54.0,,,35-35,,M. Brogdon misses 2-pt shot from 8 ft
9:47.0,,,35-35,,Offensive rebound by G. Antetokounmpo
9:45.0,,,35-37,2,G. Antetokounmpo makes 2-pt shot at rim
9:43.0,Shooting foul by T. Maker (drawn by B. Portis),,35-37,,
9:43.0,B. Portis makes free throw 1 of 2,1,36-37,,
9:43.0,B. Portis makes free throw 2 of 2,1,37-37,,
9:21.0,,,37-39,2,G. Antetokounmpo makes 2-pt shot at rim (assist by R. Vaughn)
9:10.0,B. Portis misses 2-pt shot from 3 ft (block by S. Brown),,37-39,,
9:10.0,,,37-39,,Defensive rebound by Team
8:50.0,,,37-42,3,T. Maker makes 3-pt shot from 22 ft (assist by R. Vaughn)
8:39.0,B. Portis makes 2-pt shot from 2 ft (assist by J. Grant),2,39-42,,
8:23.0,,,39-42,,T. Maker misses 3-pt shot from 22 ft
8:20.0,Defensive rebound by N. Mirotic,,39-42,,
8:14.0,N. Mirotic makes 3-pt shot from 23 ft (assist by P. Zipser),3,42-42,,
8:14.0,,,42-42,,Milwaukee full timeout
8:14.0,,,42-42,,J. Henson enters the game for T. Maker
8:14.0,,,42-42,,E. Bledsoe enters the game for M. Brogdon
8:01.0,,,42-42,,E. Bledsoe misses 2-pt shot from 1 ft
7:58.0,Defensive rebound by N. Mirotic,,42-42,,
7:57.0,,,42-42,,Personal foul by J. Henson (drawn by N. Mirotic)
7:41.0,D. Valentine makes 2-pt shot from 6 ft,2,44-42,,
7:34.0,Personal foul by J. Grant (drawn by E. Bledsoe),,44-42,,
7:34.0,K. Dunn enters the game for J. Grant,,44-42,,
7:21.0,,,44-42,,Turnover by J. Henson (turnover)
7:11.0,R. Lopez enters the game for B. Portis,,44-42,,
7:05.0,P. Zipser misses 3-pt shot from 28 ft,,44-42,,
7:01.0,,,44-42,,Defensive rebound by G. Antetokounmpo
6:56.0,,,44-42,,R. Vaughn misses 3-pt shot from 28 ft
6:51.0,,,44-42,,Offensive rebound by J. Henson
6:43.0,,,44-42,,Turnover by E. Bledsoe (bad pass)
6:32.0,D. Valentine misses 2-pt shot from 19 ft,,44-42,,
6:28.0,,,44-42,,Defensive rebound by J. Henson
6:17.0,,,44-44,2,G. Antetokounmpo makes 2-pt shot from 13 ft
6:02.0,Shooting foul by E. Bledsoe (drawn by K. Dunn),,44-44,,
6:02.0,K. Dunn misses free throw 1 of 2,,44-44,,
6:02.0,Offensive rebound by Team,,44-44,,
6:02.0,,,44-44,,K. Middleton enters the game for S. Brown
6:02.0,J. Holiday enters the game for P. Zipser,,44-44,,
6:02.0,K. Dunn makes free throw 2 of 2,1,45-44,,
5:42.0,,,45-44,,Turnover by K. Middleton (bad pass; steal by N. Mirotic)
5:37.0,Turnover by N. Mirotic (bad pass; steal by K. Middleton),,45-44,,
5:31.0,,,45-46,2,E. Bledsoe makes 2-pt shot from 1 ft (assist by G. Antetokounmpo)
5:23.0,Turnover by K. Dunn (bad pass; steal by K. Middleton),,45-46,,
5:19.0,,,45-48,2,J. Henson makes 2-pt shot at rim (assist by G. Antetokounmpo)
5:19.0,Chicago full timeout,,45-48,,
5:19.0,D. Nwaba enters the game for D. Valentine,,45-48,,
5:08.0,R. Lopez misses 2-pt shot from 13 ft,,45-48,,
5:06.0,Offensive rebound by R. Lopez,,45-48,,
5:01.0,R. Lopez misses 2-pt shot from 10 ft,,45-48,,
5:01.0,,,45-48,,Defensive rebound by K. Middleton
4:57.0,,,45-51,3,K. Middleton makes 3-pt shot from 28 ft
4:46.0,D. Nwaba makes 2-pt shot from 2 ft (assist by N. Mirotic),2,47-51,,
4:46.0,Shooting foul by J. Henson (drawn by D. Nwaba),,47-51,,
4:46.0,D. Nwaba misses free throw 1 of 1,,47-51,,
4:42.0,,,47-51,,Defensive rebound by J. Henson
4:37.0,,,47-53,2,E. Bledsoe makes 2-pt shot at rim
4:29.0,Shooting foul by K. Middleton (drawn by N. Mirotic),,47-53,,
4:29.0,N. Mirotic makes free throw 1 of 2,1,48-53,,
4:29.0,,,48-53,,T. Maker enters the game for J. Henson
4:29.0,N. Mirotic misses free throw 2 of 2,,48-53,,
4:25.0,,,48-53,,Defensive rebound by G. Antetokounmpo
4:07.0,,,48-53,,Shooting foul by K. Dunn (drawn by T. Maker)
4:07.0,,,48-54,1,T. Maker makes free throw 1 of 2
4:07.0,,,48-54,,T. Maker misses free throw 2 of 2
4:04.0,Defensive rebound by N. Mirotic,,48-54,,
3:56.0,J. Holiday misses 3-pt shot from 28 ft,,48-54,,
3:52.0,Offensive rebound by N. Mirotic,,48-54,,
3:50.0,N. Mirotic makes 2-pt shot at rim,2,50-54,,
3:35.0,,,50-54,,R. Vaughn misses 3-pt shot from 27 ft
3:33.0,Defensive rebound by N. Mirotic,,50-54,,
3:26.0,K. Dunn makes 2-pt shot from 1 ft,2,52-54,,
3:19.0,,,52-56,2,E. Bledsoe makes 2-pt shot from 1 ft (assist by K. Middleton)
3:07.0,K. Dunn makes 2-pt shot at rim,2,54-56,,
2:52.0,,,54-56,,R. Vaughn misses 3-pt shot from 27 ft
2:49.0,Defensive rebound by J. Holiday,,54-56,,
2:40.0,J. Holiday misses 3-pt shot from 26 ft,,54-56,,
2:38.0,Offensive rebound by R. Lopez,,54-56,,
2:38.0,R. Lopez makes 2-pt shot from 1 ft,2,56-56,,
2:38.0,,,56-56,,Milwaukee full timeout
2:38.0,,,56-56,,M. Brogdon enters the game for R. Vaughn
2:32.0,Personal foul by K. Dunn (drawn by E. Bledsoe),,56-56,,
2:19.0,,,56-56,,E. Bledsoe misses 3-pt shot from 26 ft
2:17.0,,,56-56,,Offensive rebound by G. Antetokounmpo
2:17.0,Personal foul by K. Dunn (drawn by G. Antetokounmpo),,56-56,,
2:17.0,J. Grant enters the game for K. Dunn,,56-56,,
1:55.0,,,56-56,,G. Antetokounmpo misses 3-pt shot from 26 ft
1:53.0,Defensive rebound by N. Mirotic,,56-56,,
1:43.0,N. Mirotic misses 3-pt shot from 29 ft,,56-56,,
1:39.0,,,56-56,,Defensive rebound by T. Maker
1:28.0,,,56-56,,K. Middleton misses 3-pt shot from 26 ft
1:26.0,Defensive rebound by J. Holiday,,56-56,,
1:10.0,Turnover by J. Grant (bad pass; steal by E. Bledsoe),,56-56,,
1:06.0,,,56-58,2,G. Antetokounmpo makes 2-pt shot at rim (assist by E. Bledsoe)
0:41.0,J. Grant makes 3-pt shot from 25 ft (assist by D. Nwaba),3,59-58,,
0:33.0,,,59-58,,M. Brogdon misses 3-pt shot from 22 ft
0:31.0,Defensive rebound by J. Holiday,,59-58,,
0:10.0,Shooting foul by T. Maker (drawn by J. Grant),,59-58,,
0:10.0,J. Grant misses free throw 1 of 2,,59-58,,
0:10.0,Offensive rebound by Team,,59-58,,
0:10.0,B. Portis enters the game for R. Lopez,,59-58,,
0:10.0,P. Zipser enters the game for N. Mirotic,,59-58,,
0:10.0,J. Grant misses free throw 2 of 2,,59-58,,
0:08.0,,,59-58,,Defensive rebound by G. Antetokounmpo
0:00.0,,,59-58,,Turnover by E. Bledsoe (bad pass; steal by B. Portis)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,59-58,,G. Antetokounmpo misses 2-pt shot from 14 ft
11:45.0,Defensive rebound by J. Holiday,,59-58,,
11:37.0,R. Lopez misses 2-pt shot from 3 ft (block by J. Henson),,59-58,,
11:30.0,Offensive rebound by J. Holiday,,59-58,,
11:29.0,J. Holiday misses 3-pt shot from 28 ft,,59-58,,
11:29.0,,,59-58,,Defensive rebound by J. Henson
11:24.0,Personal foul by N. Mirotic (drawn by J. Henson),,59-58,,
11:12.0,,,59-60,2,K. Middleton makes 2-pt shot from 8 ft (assist by E. Bledsoe)
10:59.0,N. Mirotic makes 2-pt shot at rim (assist by J. Holiday),2,61-60,,
10:48.0,,,61-62,2,G. Antetokounmpo makes 2-pt shot from 14 ft
10:34.0,,,61-62,,Personal foul by J. Henson (drawn by D. Nwaba)
10:19.0,K. Dunn makes 2-pt shot from 18 ft,2,63-62,,
10:14.0,,,63-62,,Turnover by K. Middleton (bad pass; steal by K. Dunn)
9:55.0,K. Dunn misses 2-pt shot from 15 ft,,63-62,,
9:55.0,Offensive rebound by Team,,63-62,,
9:51.0,K. Dunn makes 2-pt shot from 14 ft (assist by N. Mirotic),2,65-62,,
9:51.0,,,65-62,,Violation by J. Henson (def goaltending)
9:31.0,,,65-64,2,J. Henson makes 2-pt shot from 1 ft (assist by K. Middleton)
9:14.0,N. Mirotic makes 2-pt shot from 7 ft,2,67-64,,
8:58.0,,,67-64,,K. Middleton misses 3-pt shot from 25 ft
8:58.0,,,67-64,,Offensive rebound by Team
8:52.0,,,67-67,3,G. Antetokounmpo makes 3-pt shot from 25 ft (assist by E. Bledsoe)
8:33.0,J. Holiday makes 2-pt shot from 17 ft (assist by K. Dunn),2,69-67,,
8:28.0,,,69-67,,Turnover by E. Bledsoe (bad pass; steal by D. Nwaba)
8:18.0,Turnover by J. Holiday (traveling),,69-67,,
8:18.0,,,69-67,,M. Brogdon enters the game for G. Payton
8:03.0,,,69-67,,K. Middleton misses 3-pt shot from 26 ft
8:00.0,Defensive rebound by D. Nwaba,,69-67,,
7:50.0,N. Mirotic makes 3-pt shot from 27 ft (assist by J. Holiday),3,72-67,,
7:36.0,Personal foul by K. Dunn (drawn by E. Bledsoe),,72-67,,
7:36.0,J. Grant enters the game for K. Dunn,,72-67,,
7:25.0,,,72-67,,K. Middleton misses 3-pt shot from 26 ft
7:21.0,Defensive rebound by D. Nwaba,,72-67,,
7:16.0,Shooting foul by G. Antetokounmpo (drawn by D. Nwaba),,72-67,,
7:16.0,D. Nwaba makes free throw 1 of 2,1,73-67,,
7:16.0,D. Nwaba makes free throw 2 of 2,1,74-67,,
7:04.0,Personal foul by J. Holiday (drawn by G. Antetokounmpo),,74-67,,
6:57.0,,,74-67,,M. Brogdon misses 3-pt shot from 26 ft
6:54.0,Defensive rebound by D. Nwaba,,74-67,,
6:43.0,N. Mirotic misses 2-pt shot from 14 ft,,74-67,,
6:41.0,,,74-67,,Defensive rebound by E. Bledsoe
6:38.0,,,74-69,2,E. Bledsoe makes 2-pt shot at rim
6:10.0,D. Nwaba misses 2-pt shot from 3 ft,,74-69,,
6:08.0,,,74-69,,Defensive rebound by K. Middleton
5:57.0,,,74-71,2,G. Antetokounmpo makes 2-pt shot at rim (assist by E. Bledsoe)
5:40.0,Turnover by J. Holiday (step out of bounds),,74-71,,
5:40.0,,,74-71,,Milwaukee full timeout
5:27.0,,,74-71,,E. Bledsoe misses 2-pt shot from 15 ft
5:24.0,,,74-71,,Offensive rebound by J. Henson
5:21.0,,,74-73,2,J. Henson makes 2-pt shot from 1 ft
5:12.0,R. Lopez makes 2-pt shot from 1 ft (assist by J. Grant),2,76-73,,
4:46.0,,,76-73,,E. Bledsoe misses 3-pt shot from 26 ft
4:46.0,Defensive rebound by J. Holiday,,76-73,,
4:29.0,N. Mirotic misses 3-pt shot from 28 ft,,76-73,,
4:28.0,Offensive rebound by R. Lopez,,76-73,,
4:28.0,R. Lopez makes 2-pt shot from 9 ft,2,78-73,,
4:28.0,Shooting foul by M. Brogdon (drawn by R. Lopez),,78-73,,
4:28.0,,,78-73,,R. Vaughn enters the game for E. Bledsoe
4:28.0,R. Lopez misses free throw 1 of 1,,78-73,,
4:28.0,,,78-73,,Defensive rebound by G. Antetokounmpo
4:28.0,B. Portis enters the game for N. Mirotic,,78-73,,
4:20.0,,,78-73,,G. Antetokounmpo misses 2-pt shot from 3 ft
4:18.0,Defensive rebound by R. Lopez,,78-73,,
4:09.0,Turnover by D. Nwaba (bad pass),,78-73,,
4:00.0,,,78-73,,M. Brogdon misses 2-pt shot from 13 ft
3:58.0,,,78-73,,Offensive rebound by M. Brogdon
3:56.0,,,78-73,,M. Brogdon misses 2-pt shot from 1 ft
3:56.0,Defensive rebound by B. Portis,,78-73,,
3:40.0,,,78-73,,Personal foul by R. Vaughn (drawn by D. Nwaba)
3:40.0,,,78-73,,T. Maker enters the game for J. Henson
3:40.0,D. Valentine enters the game for J. Holiday,,78-73,,
3:34.0,R. Lopez misses 2-pt shot from 16 ft,,78-73,,
3:33.0,,,78-73,,Defensive rebound by G. Antetokounmpo
3:13.0,,,78-75,2,K. Middleton makes 2-pt shot from 12 ft (assist by R. Vaughn)
3:02.0,R. Lopez makes 2-pt shot from 5 ft (assist by J. Grant),2,80-75,,
2:43.0,,,80-75,,R. Vaughn misses 3-pt shot from 24 ft
2:40.0,Defensive rebound by D. Valentine,,80-75,,
2:32.0,Turnover by D. Nwaba (lost ball; steal by K. Middleton),,80-75,,
2:31.0,,,80-75,,Shooting foul by J. Grant (drawn by K. Middleton)
2:31.0,Chicago full timeout,,80-75,,
2:31.0,,,80-76,1,K. Middleton makes free throw 1 of 2
2:31.0,,,80-77,1,K. Middleton makes free throw 2 of 2
2:17.0,R. Lopez makes 2-pt shot from 1 ft,2,82-77,,
2:00.0,,,82-77,,M. Brogdon misses 2-pt shot from 3 ft
1:54.0,,,82-77,,Offensive rebound by G. Antetokounmpo
1:51.0,,,82-79,2,G. Antetokounmpo makes 2-pt shot from 2 ft
1:38.0,Turnover by B. Portis (lost ball; steal by K. Middleton),,82-79,,
1:33.0,,,82-79,,Shooting foul by D. Valentine (drawn by T. Maker)
1:33.0,,,82-80,1,T. Maker makes free throw 2 of 2
1:33.0,,,82-80,,T. Maker misses free throw 1 of 2
1:33.0,,,82-80,,Offensive rebound by Team
1:11.0,D. Valentine misses 2-pt shot from 2 ft (block by T. Maker),,82-80,,
1:08.0,,,82-80,,Defensive rebound by R. Vaughn
1:05.0,,,82-80,,K. Middleton misses 3-pt shot from 26 ft
1:05.0,Defensive rebound by B. Portis,,82-80,,
0:55.0,B. Portis misses 3-pt shot from 27 ft,,82-80,,
0:55.0,,,82-80,,Defensive rebound by G. Antetokounmpo
0:40.0,,,82-82,2,T. Maker makes 2-pt shot at rim (assist by R. Vaughn)
0:30.0,Turnover by J. Grant (traveling),,82-82,,
0:30.0,P. Zipser enters the game for R. Lopez,,82-82,,
0:07.0,,,82-82,,G. Antetokounmpo misses 2-pt shot at rim
0:03.0,,,82-82,,Offensive rebound by G. Antetokounmpo
0:01.0,,,82-82,,G. Antetokounmpo misses 2-pt shot from 12 ft
0:01.0,Defensive rebound by D. Valentine,,82-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,B. Portis makes 2-pt shot at rim (assist by J. Grant),2,84-82,,
11:29.0,,,84-82,,Shooting foul by P. Zipser (drawn by K. Middleton)
11:29.0,,,84-83,1,K. Middleton makes free throw 1 of 2
11:29.0,,,84-84,1,K. Middleton makes free throw 2 of 2
11:14.0,Offensive charge foul by J. Grant (drawn by E. Bledsoe),,84-84,,
11:14.0,Turnover by J. Grant (offensive foul),,84-84,,
10:56.0,,,84-87,3,K. Middleton makes 3-pt shot from 26 ft
10:36.0,Shooting foul by R. Vaughn (drawn by J. Grant),,84-87,,
10:36.0,J. Grant misses free throw 1 of 2,,84-87,,
10:36.0,Offensive rebound by Team,,84-87,,
10:36.0,J. Grant misses free throw 2 of 2,,84-87,,
10:33.0,,,84-87,,Defensive rebound by M. Brogdon
10:23.0,,,84-87,,K. Middleton misses 3-pt shot from 25 ft
10:20.0,Defensive rebound by D. Valentine,,84-87,,
10:04.0,B. Portis makes 2-pt shot from 4 ft,2,86-87,,
10:04.0,Shooting foul by T. Maker (drawn by B. Portis),,86-87,,
10:04.0,B. Portis makes free throw 1 of 1,1,87-87,,
9:37.0,,,87-87,,K. Middleton misses 2-pt shot from 16 ft
9:35.0,,,87-87,,Offensive rebound by T. Maker
9:16.0,,,87-87,,Turnover by M. Brogdon (lost ball; steal by J. Grant)
9:07.0,B. Portis misses 3-pt shot from 26 ft,,87-87,,
9:02.0,Offensive rebound by D. Valentine,,87-87,,
8:59.0,J. Grant makes 3-pt shot from 26 ft (assist by D. Valentine),3,90-87,,
8:35.0,,,90-89,2,R. Vaughn makes 2-pt shot at rim (assist by K. Middleton)
8:13.0,P. Zipser misses 2-pt shot from 8 ft,,90-89,,
8:11.0,Offensive rebound by B. Portis,,90-89,,
8:11.0,B. Portis makes 2-pt shot at rim,2,92-89,,
8:11.0,,,92-89,,Milwaukee full timeout
8:11.0,,,92-89,,G. Antetokounmpo enters the game for T. Maker
8:11.0,D. Nwaba enters the game for D. Valentine,,92-89,,
7:45.0,,,92-89,,E. Bledsoe misses 3-pt shot from 25 ft
7:42.0,Defensive rebound by J. Grant,,92-89,,
7:25.0,J. Holiday misses 2-pt shot from 8 ft,,92-89,,
7:22.0,,,92-89,,Defensive rebound by G. Antetokounmpo
7:20.0,,,92-91,2,G. Antetokounmpo makes 2-pt shot from 1 ft
7:20.0,,,92-91,,Shooting foul by D. Nwaba (drawn by G. Antetokounmpo)
7:20.0,K. Dunn enters the game for J. Grant,,92-91,,
7:20.0,N. Mirotic enters the game for P. Zipser,,92-91,,
7:20.0,,,92-91,,G. Antetokounmpo misses free throw 1 of 1
7:17.0,Defensive rebound by N. Mirotic,,92-91,,
6:58.0,B. Portis makes 2-pt shot from 5 ft,2,94-91,,
6:34.0,,,94-93,2,M. Brogdon makes 2-pt shot from 5 ft
6:18.0,J. Holiday makes 2-pt shot from 15 ft (assist by K. Dunn),2,96-93,,
6:06.0,,,96-95,2,M. Brogdon makes 2-pt shot from 1 ft (assist by K. Middleton)
5:51.0,B. Portis makes 2-pt shot from 17 ft (assist by K. Dunn),2,98-95,,
