time,LA Lakers,pts.away,score,pts.home,Oklahoma City
5:08.0,B. Lopez makes 2-pt shot from 6 ft (assist by T. Ennis),2,12-20,,
4:50.0,,,12-20,,Turnover by S. Adams (turnover)
4:50.0,K. Kuzma enters the game for J. Randle,,12-20,,
4:31.0,T. Ennis makes 2-pt shot from 16 ft,2,14-20,,
4:08.0,,,14-22,2,S. Adams makes 2-pt shot at rim (assist by C. Anthony)
4:02.0,T. Ennis makes 2-pt shot from 1 ft,2,16-22,,
3:46.0,,,16-22,,S. Adams misses 2-pt shot at rim
3:45.0,,,16-22,,Offensive rebound by S. Adams
3:44.0,,,16-24,2,S. Adams makes 2-pt shot from 1 ft
3:27.0,Shooting foul by T. Ferguson (drawn by K. Caldwell-Pope),,16-24,,
3:27.0,K. Caldwell-Pope makes free throw 1 of 2,1,17-24,,
3:27.0,,,17-24,,J. Grant enters the game for C. Anthony
3:27.0,L. Nance enters the game for B. Lopez,,17-24,,
3:27.0,K. Caldwell-Pope makes free throw 2 of 2,1,18-24,,
3:19.0,,,18-24,,R. Westbrook misses 3-pt shot from 24 ft
3:17.0,Defensive rebound by T. Ennis,,18-24,,
3:13.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by T. Ennis),3,21-24,,
3:02.0,Personal foul by L. Nance (drawn by R. Westbrook),,21-24,,
3:02.0,J. Clarkson enters the game for B. Ingram,,21-24,,
3:02.0,,,21-24,,J. Huestis enters the game for P. George
2:52.0,,,21-24,,R. Westbrook misses 2-pt shot from 14 ft
2:49.0,,,21-24,,Offensive rebound by T. Ferguson
2:45.0,,,21-24,,R. Westbrook misses 2-pt shot at rim
2:43.0,Defensive rebound by J. Clarkson,,21-24,,
2:40.0,K. Caldwell-Pope misses 3-pt shot from 26 ft,,21-24,,
2:38.0,,,21-24,,Defensive rebound by J. Grant
2:33.0,Personal foul by L. Nance (drawn by S. Adams),,21-24,,
2:33.0,,,21-24,,P. Patterson enters the game for R. Westbrook
2:33.0,,,21-24,,R. Felton enters the game for S. Adams
2:22.0,,,21-26,2,J. Grant makes 2-pt shot at rim (assist by T. Ferguson)
2:04.0,J. Clarkson makes 2-pt shot from 19 ft,2,23-26,,
1:48.0,,,23-28,2,R. Felton makes 2-pt shot from 20 ft
1:35.0,K. Caldwell-Pope makes 2-pt shot from 6 ft (assist by T. Ennis),2,25-28,,
1:16.0,,,25-30,2,J. Grant makes 2-pt shot at rim (assist by R. Felton)
1:08.0,J. Clarkson misses 2-pt shot from 21 ft,,25-30,,
1:04.0,Offensive rebound by L. Nance,,25-30,,
0:50.0,J. Clarkson misses 2-pt shot from 1 ft (block by J. Grant),,25-30,,
0:47.0,,,25-30,,Defensive rebound by J. Huestis
0:36.0,,,25-33,3,R. Felton makes 3-pt shot from 23 ft (assist by P. Patterson)
0:15.0,Turnover by J. Clarkson (bad pass; steal by T. Ferguson),,25-33,,
0:02.0,,,25-33,,R. Felton misses 3-pt shot from 26 ft
0:02.0,Defensive rebound by K. Caldwell-Pope,,25-33,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,L. Nance misses 2-pt shot from 10 ft,,25-33,,
11:36.0,Offensive rebound by Team,,25-33,,
11:36.0,Turnover by Team (shot clock),,25-33,,
11:15.0,,,25-35,2,R. Felton makes 2-pt shot from 21 ft
11:02.0,K. Kuzma makes 3-pt shot from 25 ft (assist by J. Clarkson),3,28-35,,
10:46.0,,,28-35,,T. Ferguson misses 2-pt shot from 19 ft
10:43.0,Defensive rebound by L. Nance,,28-35,,
10:35.0,K. Kuzma misses 2-pt shot from 14 ft,,28-35,,
10:33.0,,,28-35,,Defensive rebound by P. Patterson
10:22.0,,,28-35,,Turnover by R. Felton (traveling)
10:11.0,J. Clarkson misses 3-pt shot from 24 ft,,28-35,,
10:08.0,,,28-35,,Defensive rebound by J. Grant
9:49.0,,,28-35,,P. Patterson misses 3-pt shot from 23 ft
9:49.0,Defensive rebound by Team,,28-35,,
9:41.0,J. Hart makes 3-pt shot from 22 ft (assist by K. Kuzma),3,31-35,,
9:20.0,,,31-35,,Turnover by R. Felton (lost ball; steal by J. Hart)
9:15.0,K. Kuzma misses 3-pt shot from 22 ft,,31-35,,
9:12.0,,,31-35,,Defensive rebound by J. Huestis
8:50.0,,,31-35,,P. Patterson misses 2-pt shot from 6 ft
8:47.0,Defensive rebound by J. Clarkson,,31-35,,
8:45.0,,,31-35,,Personal foul by J. Huestis (drawn by J. Hart)
8:45.0,,,31-35,,P. George enters the game for R. Felton
8:45.0,,,31-35,,R. Westbrook enters the game for J. Huestis
8:34.0,J. Clarkson misses 2-pt shot from 12 ft,,31-35,,
8:31.0,,,31-35,,Defensive rebound by R. Westbrook
8:24.0,,,31-35,,Turnover by T. Ferguson (step out of bounds)
8:24.0,B. Ingram enters the game for A. Caruso,,31-35,,
8:09.0,Turnover by B. Ingram (lost ball; steal by T. Ferguson),,31-35,,
8:04.0,,,31-35,,R. Westbrook misses 2-pt shot from 1 ft
8:02.0,Defensive rebound by J. Hart,,31-35,,
7:57.0,,,31-35,,A. Abrines enters the game for T. Ferguson
7:51.0,J. Hart misses 3-pt shot from 25 ft,,31-35,,
7:47.0,,,31-35,,Defensive rebound by J. Grant
7:42.0,,,31-35,,P. Patterson misses 3-pt shot from 24 ft
7:38.0,,,31-35,,Offensive rebound by A. Abrines
7:37.0,,,31-35,,J. Grant misses 3-pt shot from 24 ft
7:33.0,Defensive rebound by L. Nance,,31-35,,
7:25.0,L. Nance makes 2-pt shot from 1 ft (assist by J. Clarkson),2,33-35,,
7:01.0,,,33-35,,P. George misses 2-pt shot from 6 ft
6:59.0,Defensive rebound by J. Hart,,33-35,,
6:55.0,Shooting foul by J. Grant (drawn by B. Ingram),,33-35,,
6:55.0,,,33-35,,Oklahoma City full timeout
6:55.0,,,33-35,,S. Adams enters the game for J. Grant
6:55.0,,,33-35,,C. Anthony enters the game for P. Patterson
6:55.0,J. Randle enters the game for J. Clarkson,,33-35,,
6:55.0,K. Caldwell-Pope enters the game for L. Nance,,33-35,,
6:55.0,B. Ingram makes free throw 1 of 2,1,34-35,,
6:55.0,B. Ingram makes free throw 2 of 2,1,35-35,,
6:46.0,,,35-35,,Turnover by R. Westbrook (bad pass; steal by K. Kuzma)
6:44.0,K. Caldwell-Pope misses 2-pt shot from 1 ft,,35-35,,
6:43.0,Offensive rebound by K. Kuzma,,35-35,,
6:43.0,K. Kuzma makes 2-pt shot at rim,2,37-35,,
6:29.0,,,37-38,3,A. Abrines makes 3-pt shot from 23 ft (assist by R. Westbrook)
6:10.0,,,37-38,,Personal foul by P. George (drawn by B. Ingram)
6:04.0,J. Randle makes 2-pt shot from 1 ft,2,39-38,,
5:46.0,Personal foul by J. Randle (drawn by S. Adams),,39-38,,
5:41.0,,,39-40,2,S. Adams makes 2-pt shot from 8 ft (assist by R. Westbrook)
5:26.0,K. Kuzma misses 3-pt shot from 23 ft,,39-40,,
5:24.0,,,39-40,,Defensive rebound by R. Westbrook
5:18.0,,,39-43,3,C. Anthony makes 3-pt shot from 24 ft (assist by R. Westbrook)
5:03.0,J. Randle makes 2-pt shot from 1 ft (assist by K. Caldwell-Pope),2,41-43,,
4:42.0,,,41-45,2,C. Anthony makes 2-pt shot from 11 ft
4:24.0,J. Hart makes 3-pt shot from 25 ft (assist by K. Caldwell-Pope),3,44-45,,
4:15.0,,,44-45,,Oklahoma City full timeout
4:15.0,,,44-45,,A. Roberson enters the game for A. Abrines
4:02.0,,,44-45,,C. Anthony misses 2-pt shot from 18 ft
4:00.0,,,44-45,,Offensive rebound by S. Adams
3:59.0,,,44-47,2,S. Adams makes 2-pt shot at rim
3:43.0,,,44-47,,Loose ball foul by R. Westbrook (drawn by K. Caldwell-Pope)
3:43.0,J. Clarkson enters the game for K. Caldwell-Pope,,44-47,,
3:29.0,Turnover by Team (shot clock),,44-47,,
3:22.0,,,44-47,,Turnover by R. Westbrook (out of bounds lost ball)
3:04.0,J. Randle makes 2-pt shot from 14 ft (assist by K. Kuzma),2,46-47,,
2:54.0,,,46-49,2,R. Westbrook makes 2-pt shot from 1 ft
2:42.0,Turnover by K. Kuzma (bad pass),,46-49,,
2:42.0,B. Lopez enters the game for K. Kuzma,,46-49,,
2:37.0,,,46-51,2,R. Westbrook makes 2-pt shot from 21 ft (assist by S. Adams)
2:20.0,J. Randle makes 2-pt shot from 14 ft,2,48-51,,
2:09.0,,,48-51,,Turnover by R. Westbrook (bad pass; steal by J. Clarkson)
2:02.0,J. Randle makes 2-pt shot at rim (assist by J. Hart),2,50-51,,
2:01.0,,,50-51,,Oklahoma City full timeout
1:49.0,,,50-51,,P. George misses 2-pt shot from 1 ft
1:44.0,Defensive rebound by J. Clarkson,,50-51,,
1:41.0,J. Randle makes 2-pt shot from 1 ft,2,52-51,,
1:22.0,,,52-53,2,C. Anthony makes 2-pt shot from 13 ft
1:22.0,,,52-53,,Shooting foul by J. Hart (drawn by C. Anthony)
1:22.0,,,52-54,1,C. Anthony makes free throw 1 of 1
1:05.0,Turnover by B. Ingram (out of bounds lost ball),,52-54,,
1:00.0,,,52-54,,R. Westbrook misses 2-pt shot from 1 ft
0:59.0,,,52-54,,Offensive rebound by R. Westbrook
0:58.0,,,52-54,,R. Westbrook misses 2-pt shot at rim
0:57.0,Defensive rebound by J. Clarkson,,52-54,,
0:49.0,J. Randle makes 2-pt shot from 1 ft (assist by J. Clarkson),2,54-54,,
0:40.0,,,54-57,3,R. Westbrook makes 3-pt shot from 22 ft
0:35.0,J. Randle misses 3-pt shot from 26 ft,,54-57,,
0:35.0,Offensive rebound by J. Clarkson,,54-57,,
0:16.0,Turnover by B. Lopez (bad pass; steal by C. Anthony),,54-57,,
0:14.0,Personal foul by B. Lopez (drawn by R. Westbrook),,54-57,,
0:14.0,,,54-58,1,R. Westbrook makes free throw 1 of 2
0:14.0,,,54-58,,R. Westbrook misses free throw 2 of 2
0:14.0,,,54-58,,Offensive rebound by S. Adams
0:12.0,,,54-60,2,S. Adams makes 2-pt shot at rim
0:02.0,J. Hart misses 3-pt shot from 26 ft,,54-60,,
0:00.0,,,54-60,,Defensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,J. Hart makes 3-pt shot from 24 ft (assist by J. Randle),3,57-60,,
11:25.0,,,57-60,,P. George misses 3-pt shot from 25 ft
11:20.0,,,57-60,,Offensive rebound by R. Westbrook
11:16.0,,,57-60,,P. George misses 3-pt shot from 22 ft
11:13.0,Defensive rebound by T. Ennis,,57-60,,
11:13.0,,,57-60,,Personal foul by A. Roberson (drawn by T. Ennis)
11:00.0,Turnover by J. Randle (lost ball; steal by A. Roberson),,57-60,,
10:56.0,,,57-62,2,R. Westbrook makes 2-pt shot from 1 ft (assist by A. Roberson)
10:43.0,B. Ingram makes 2-pt shot at rim (assist by B. Lopez),2,59-62,,
10:33.0,,,59-64,2,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook)
10:12.0,T. Ennis misses 2-pt shot from 1 ft (block by S. Adams),,59-64,,
10:09.0,,,59-64,,Defensive rebound by S. Adams
10:01.0,,,59-64,,R. Westbrook misses 3-pt shot from 25 ft
10:01.0,,,59-64,,Offensive rebound by S. Adams
9:57.0,,,59-66,2,S. Adams makes 2-pt shot at rim
9:42.0,B. Ingram misses 2-pt shot from 11 ft,,59-66,,
9:39.0,,,59-66,,Defensive rebound by A. Roberson
9:32.0,,,59-66,,P. George misses 3-pt shot from 25 ft
9:30.0,Defensive rebound by B. Lopez,,59-66,,
9:25.0,T. Ennis makes 2-pt shot from 1 ft (assist by B. Ingram),2,61-66,,
9:08.0,Personal foul by J. Randle (drawn by C. Anthony),,61-66,,
8:58.0,,,61-68,2,R. Westbrook makes 2-pt shot from 18 ft
8:45.0,J. Randle misses 2-pt shot from 14 ft,,61-68,,
8:43.0,,,61-68,,Defensive rebound by P. George
8:39.0,,,61-68,,Shooting foul by B. Ingram (drawn by S. Adams)
8:39.0,,,61-69,1,S. Adams makes free throw 1 of 2
8:39.0,,,61-69,,S. Adams misses free throw 2 of 2
8:37.0,Defensive rebound by J. Randle,,61-69,,
8:22.0,T. Ennis misses 2-pt shot from 1 ft (block by A. Roberson),,61-69,,
8:22.0,Offensive rebound by Team,,61-69,,
8:18.0,B. Lopez misses 3-pt shot from 24 ft,,61-69,,
8:15.0,,,61-69,,Defensive rebound by A. Roberson
8:13.0,,,61-69,,Offensive foul by S. Adams (drawn by B. Lopez)
8:13.0,,,61-69,,Turnover by S. Adams (offensive foul)
8:05.0,Turnover by B. Lopez (bad pass),,61-69,,
8:05.0,,,61-69,,Oklahoma City full timeout
7:56.0,,,61-69,,C. Anthony misses 2-pt shot from 19 ft
7:53.0,,,61-69,,Offensive rebound by A. Roberson
7:52.0,,,61-72,3,P. George makes 3-pt shot from 24 ft (assist by A. Roberson)
7:36.0,Turnover by T. Ennis (out of bounds lost ball),,61-72,,
7:29.0,,,61-72,,C. Anthony misses 3-pt shot from 25 ft
7:27.0,,,61-72,,Offensive rebound by Team
7:27.0,Loose ball foul by T. Ennis (drawn by S. Adams),,61-72,,
7:20.0,,,61-72,,P. George misses 2-pt shot at rim
7:18.0,Defensive rebound by B. Lopez,,61-72,,
7:09.0,,,61-72,,Personal foul by P. George (drawn by T. Ennis)
6:59.0,B. Lopez misses 2-pt shot from 8 ft,,61-72,,
6:57.0,,,61-72,,Defensive rebound by R. Westbrook
6:50.0,,,61-72,,R. Westbrook misses 2-pt shot from 9 ft
6:48.0,Defensive rebound by Team,,61-72,,
6:35.0,B. Ingram misses 2-pt shot from 17 ft,,61-72,,
6:32.0,,,61-72,,Defensive rebound by P. George
6:14.0,,,61-74,2,R. Westbrook makes 2-pt shot from 16 ft
6:14.0,,,61-74,,Shooting foul by B. Lopez (drawn by R. Westbrook)
6:14.0,K. Kuzma enters the game for B. Lopez,,61-74,,
6:14.0,,,61-75,1,R. Westbrook makes free throw 1 of 1
5:57.0,K. Kuzma makes 2-pt shot from 2 ft (assist by B. Ingram),2,63-75,,
5:37.0,,,63-75,,Shooting foul by K. Kuzma (drawn by C. Anthony)
5:37.0,,,63-76,1,C. Anthony makes free throw 1 of 2
5:37.0,,,63-76,,T. Ferguson enters the game for A. Roberson
5:37.0,,,63-77,1,C. Anthony makes free throw 2 of 2
5:16.0,Turnover by K. Kuzma (lost ball; steal by R. Westbrook),,63-77,,
5:13.0,,,63-77,,R. Westbrook misses 2-pt shot at rim
5:11.0,,,63-77,,Offensive rebound by S. Adams
5:10.0,,,63-79,2,S. Adams makes 2-pt shot from 1 ft
5:07.0,LA Lakers full timeout,,63-79,,
4:44.0,B. Ingram makes 2-pt shot at rim,2,65-79,,
4:28.0,,,65-79,,T. Ferguson misses 3-pt shot from 22 ft
4:26.0,,,65-79,,Offensive rebound by S. Adams
4:18.0,,,65-82,3,P. George makes 3-pt shot from 28 ft
3:58.0,T. Ennis makes 3-pt shot from 23 ft (assist by J. Randle),3,68-82,,
3:51.0,C. Brewer enters the game for B. Ingram,,68-82,,
3:51.0,J. Clarkson enters the game for T. Ennis,,68-82,,
3:43.0,,,68-82,,R. Westbrook misses 2-pt shot from 17 ft
3:41.0,Defensive rebound by J. Hart,,68-82,,
3:36.0,C. Brewer makes 2-pt shot from 1 ft (assist by J. Hart),2,70-82,,
3:17.0,,,70-84,2,C. Anthony makes 2-pt shot at rim (assist by R. Westbrook)
3:03.0,C. Brewer misses 2-pt shot from 2 ft,,70-84,,
2:58.0,,,70-84,,Defensive rebound by S. Adams
2:50.0,,,70-86,2,R. Westbrook makes 2-pt shot at rim
2:39.0,Turnover by J. Clarkson (step out of bounds),,70-86,,
2:39.0,,,70-86,,J. Huestis enters the game for P. George
2:39.0,L. Nance enters the game for J. Randle,,70-86,,
2:19.0,,,70-88,2,C. Anthony makes 2-pt shot from 7 ft
2:10.0,K. Kuzma misses 3-pt shot from 24 ft,,70-88,,
2:10.0,,,70-88,,Defensive rebound by C. Anthony
1:59.0,,,70-91,3,C. Anthony makes 3-pt shot from 25 ft
1:57.0,LA Lakers full timeout,,70-91,,
1:57.0,,,70-91,,J. Grant enters the game for R. Westbrook
1:57.0,,,70-91,,R. Felton enters the game for S. Adams
1:37.0,J. Hart misses 2-pt shot at rim (block by J. Huestis),,70-91,,
1:33.0,,,70-91,,Defensive rebound by R. Felton
1:17.0,,,70-93,2,C. Anthony makes 2-pt shot from 17 ft
1:02.0,,,70-93,,Personal foul by C. Anthony (drawn by K. Kuzma)
1:02.0,A. Caruso enters the game for J. Hart,,70-93,,
0:57.0,J. Clarkson misses 2-pt shot from 8 ft,,70-93,,
0:55.0,Offensive rebound by L. Nance,,70-93,,
0:55.0,L. Nance makes 2-pt shot at rim,2,72-93,,
0:38.0,,,72-93,,J. Huestis misses 3-pt shot from 25 ft
0:34.0,Defensive rebound by C. Brewer,,72-93,,
0:27.0,K. Kuzma misses 2-pt shot from 1 ft,,72-93,,
0:25.0,,,72-93,,Defensive rebound by C. Anthony
0:02.0,,,72-93,,C. Anthony misses 2-pt shot from 18 ft
0:02.0,,,72-93,,Offensive rebound by J. Huestis
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,72-93,,Turnover by J. Huestis (lost ball; steal by C. Brewer)
11:21.0,K. Kuzma misses 3-pt shot from 24 ft,,72-93,,
11:18.0,,,72-93,,Defensive rebound by J. Huestis
10:58.0,,,72-93,,Turnover by J. Grant (lost ball; steal by L. Nance)
10:55.0,C. Brewer makes 2-pt shot at rim,2,74-93,,
10:36.0,,,74-93,,Shooting foul by A. Caruso (drawn by R. Felton)
10:36.0,,,74-94,1,R. Felton makes free throw 1 of 2
10:36.0,,,74-95,1,R. Felton makes free throw 2 of 2
10:23.0,L. Nance misses 2-pt shot from 14 ft,,74-95,,
10:21.0,,,74-95,,Defensive rebound by R. Felton
10:13.0,,,74-95,,J. Grant misses 2-pt shot from 4 ft
10:11.0,,,74-95,,Offensive rebound by J. Grant
10:09.0,,,74-95,,J. Grant misses 2-pt shot from 2 ft
10:07.0,,,74-95,,Offensive rebound by J. Huestis
10:07.0,,,74-97,2,J. Huestis makes 2-pt shot from 2 ft
9:52.0,C. Brewer misses 2-pt shot from 1 ft,,74-97,,
9:52.0,,,74-97,,Defensive rebound by J. Huestis
9:44.0,,,74-99,2,J. Huestis makes 2-pt shot from 1 ft (assist by R. Felton)
9:38.0,LA Lakers full timeout,,74-99,,
9:38.0,I. Zubac enters the game for K. Kuzma,,74-99,,
9:28.0,J. Clarkson makes 3-pt shot from 24 ft (assist by A. Caruso),3,77-99,,
9:09.0,,,77-99,,Turnover by R. Felton (bad pass; steal by L. Nance)
9:07.0,L. Nance makes 2-pt shot at rim,2,79-99,,
8:48.0,,,79-99,,J. Huestis misses 3-pt shot from 25 ft
8:46.0,,,79-99,,Offensive rebound by J. Grant
8:38.0,,,79-99,,J. Grant misses 3-pt shot from 25 ft
8:34.0,Defensive rebound by L. Nance,,79-99,,
8:19.0,A. Caruso makes 3-pt shot from 25 ft (assist by L. Nance),3,82-99,,
8:18.0,,,82-99,,Oklahoma City full timeout
8:18.0,,,82-99,,P. George enters the game for J. Huestis
8:06.0,,,82-101,2,P. George makes 2-pt shot from 19 ft
7:45.0,I. Zubac misses 2-pt shot from 1 ft (block by P. Patterson),,82-101,,
7:43.0,,,82-101,,Defensive rebound by R. Felton
7:40.0,,,82-104,3,P. George makes 3-pt shot from 25 ft (assist by R. Felton)
7:21.0,C. Brewer makes 2-pt shot from 1 ft (assist by L. Nance),2,84-104,,
6:58.0,,,84-104,,P. George misses 3-pt shot from 25 ft
6:55.0,,,84-104,,Offensive rebound by P. Patterson
6:54.0,,,84-104,,R. Felton misses 3-pt shot from 29 ft
6:48.0,,,84-104,,Offensive rebound by P. George
6:44.0,,,84-104,,P. George misses 3-pt shot from 25 ft
6:41.0,Defensive rebound by C. Brewer,,84-104,,
6:37.0,C. Brewer misses 2-pt shot from 3 ft,,84-104,,
6:35.0,,,84-104,,Defensive rebound by P. Patterson
6:27.0,Violation by J. Clarkson (kicked ball),,84-104,,
6:27.0,G. Payton enters the game for J. Clarkson,,84-104,,
6:18.0,,,84-107,3,T. Ferguson makes 3-pt shot from 23 ft (assist by P. Patterson)
5:59.0,A. Caruso misses 2-pt shot from 18 ft,,84-107,,
5:56.0,,,84-107,,Defensive rebound by P. George
5:50.0,,,84-107,,Offensive foul by P. George (drawn by C. Brewer)
5:50.0,,,84-107,,Turnover by P. George (offensive foul)
5:36.0,I. Zubac makes 2-pt shot from 2 ft (assist by C. Brewer),2,86-107,,
5:20.0,,,86-107,,T. Ferguson misses 3-pt shot from 22 ft
5:17.0,Defensive rebound by I. Zubac,,86-107,,
5:12.0,A. Caruso makes 2-pt shot at rim,2,88-107,,
4:46.0,,,88-107,,J. Grant misses 2-pt shot from 1 ft
4:44.0,Defensive rebound by L. Nance,,88-107,,
4:41.0,,,88-107,,A. Abrines enters the game for P. George
4:36.0,,,88-107,,Personal foul by T. Ferguson (drawn by C. Brewer)
4:31.0,C. Brewer misses 3-pt shot from 24 ft,,88-107,,
4:24.0,Offensive rebound by A. Caruso,,88-107,,
4:24.0,Turnover by A. Caruso (bad pass; steal by P. Patterson),,88-107,,
4:21.0,,,88-110,3,P. Patterson makes 3-pt shot from 25 ft (assist by R. Felton)
4:00.0,G. Payton makes 2-pt shot from 1 ft (assist by A. Caruso),2,90-110,,
3:42.0,,,90-110,,A. Abrines misses 3-pt shot from 23 ft
3:39.0,Defensive rebound by C. Brewer,,90-110,,
3:30.0,I. Zubac misses 2-pt shot from 1 ft,,90-110,,
3:29.0,Offensive rebound by G. Payton,,90-110,,
3:29.0,G. Payton misses 2-pt shot at rim,,90-110,,
3:29.0,Offensive rebound by Team,,90-110,,
3:29.0,J. Hart enters the game for C. Brewer,,90-110,,
3:23.0,Turnover by L. Nance (bad pass; steal by J. Grant),,90-110,,
3:23.0,Personal foul by L. Nance (drawn by J. Grant),,90-110,,
2:58.0,,,90-110,,R. Felton misses 3-pt shot from 25 ft
2:55.0,Defensive rebound by G. Payton,,90-110,,
2:50.0,J. Hart misses 2-pt shot from 1 ft (block by J. Grant),,90-110,,
2:49.0,,,90-110,,Defensive rebound by T. Ferguson
2:34.0,,,90-110,,Turnover by R. Felton (bad pass; steal by J. Hart)
2:32.0,,,90-110,,Personal take foul by J. Grant (drawn by J. Hart)
2:32.0,,,90-110,,D. Johnson enters the game for J. Grant
2:21.0,J. Hart misses 3-pt shot from 24 ft,,90-110,,
2:19.0,,,90-110,,Defensive rebound by D. Johnson
2:06.0,,,90-110,,Turnover by A. Abrines (bad pass)
2:06.0,,,90-110,,J. Huestis enters the game for R. Felton
1:54.0,G. Payton misses 2-pt shot from 14 ft,,90-110,,
1:52.0,,,90-110,,Defensive rebound by J. Huestis
1:32.0,,,90-112,2,A. Abrines makes 2-pt shot from 9 ft
1:19.0,G. Payton misses 3-pt shot from 24 ft,,90-112,,
1:16.0,,,90-112,,Defensive rebound by A. Abrines
1:08.0,,,90-112,,D. Johnson misses 2-pt shot from 3 ft
1:06.0,,,90-112,,Offensive rebound by D. Johnson
0:59.0,,,90-112,,T. Ferguson misses 3-pt shot from 25 ft
0:56.0,,,90-112,,Offensive rebound by J. Huestis
0:44.0,,,90-112,,Shooting foul by A. Caruso (drawn by A. Abrines)
0:44.0,,,90-113,1,A. Abrines makes free throw 1 of 2
0:44.0,,,90-114,1,A. Abrines makes free throw 2 of 2
0:33.0,Turnover by L. Nance (bad pass),,90-114,,
0:09.0,,,90-114,,Turnover by Team (shot clock)
