time,Philadelphia,pts.away,score,pts.home,Brooklyn
7:33.0,,,11-4,,Shooting foul by D. Saric (drawn by D. Russell)
7:33.0,,,11-5,1,D. Russell makes free throw 1 of 2
7:33.0,,,11-5,,D. Cunningham enters the game for J. Allen
7:33.0,,,11-6,1,D. Russell makes free throw 2 of 2
7:17.0,J. Embiid makes 2-pt shot from 3 ft,2,13-6,,
6:56.0,,,13-6,,D. Carroll misses 2-pt shot from 2 ft (block by J. Embiid)
6:51.0,Defensive rebound by J. Embiid,,13-6,,
6:48.0,B. Simmons makes 2-pt shot from 5 ft,2,15-6,,
6:25.0,,,15-9,3,D. Russell makes 3-pt shot from 25 ft (assist by S. Dinwiddie)
5:58.0,J. Embiid misses 2-pt shot from 14 ft,,15-9,,
5:56.0,,,15-9,,Defensive rebound by D. Carroll
5:46.0,,,15-9,,D. Cunningham misses 3-pt shot from 23 ft
5:42.0,Defensive rebound by D. Saric,,15-9,,
5:34.0,B. Simmons makes 2-pt shot from 2 ft,2,17-9,,
5:34.0,,,17-9,,Brooklyn full timeout
5:34.0,,,17-9,,J. Harris enters the game for D. Russell
5:34.0,T. McConnell enters the game for J. Embiid,,17-9,,
5:34.0,R. Holmes enters the game for R. Covington,,17-9,,
5:23.0,,,17-9,,Turnover by A. Crabbe (bad pass; steal by T. McConnell)
5:15.0,Turnover by T. McConnell (palming),,17-9,,
4:56.0,,,17-9,,D. Cunningham misses 3-pt shot from 23 ft
4:52.0,,,17-9,,Offensive rebound by S. Dinwiddie
4:47.0,,,17-11,2,S. Dinwiddie makes 2-pt shot from 10 ft
4:29.0,D. Saric makes 2-pt shot from 3 ft (assist by M. Belinelli),2,19-11,,
4:23.0,,,19-11,,D. Carroll misses 2-pt shot at rim (block by R. Holmes)
4:18.0,,,19-11,,Offensive rebound by D. Cunningham
4:12.0,,,19-11,,S. Dinwiddie misses 2-pt shot from 17 ft
4:11.0,Defensive rebound by Team,,19-11,,
4:11.0,,,19-11,,C. LeVert enters the game for D. Carroll
4:11.0,,,19-11,,R. Hollis-Jefferson enters the game for A. Crabbe
4:11.0,E. Ilyasova enters the game for D. Saric,,19-11,,
3:53.0,B. Simmons misses 2-pt shot from 8 ft,,19-11,,
3:47.0,,,19-11,,Defensive rebound by R. Hollis-Jefferson
3:39.0,,,19-11,,D. Cunningham misses 2-pt shot from 3 ft
3:36.0,,,19-11,,Offensive rebound by D. Cunningham
3:35.0,,,19-13,2,D. Cunningham makes 2-pt shot at rim
3:30.0,,,19-13,,Personal foul by J. Harris (drawn by M. Belinelli)
3:30.0,J. Redick enters the game for B. Simmons,,19-13,,
3:22.0,J. Redick makes 2-pt shot from 17 ft (assist by R. Holmes),2,21-13,,
3:05.0,,,21-15,2,R. Hollis-Jefferson makes 2-pt shot from 3 ft (assist by C. LeVert)
2:50.0,M. Belinelli makes 2-pt shot from 22 ft (assist by R. Holmes),2,23-15,,
2:35.0,,,23-15,,Turnover by C. LeVert (bad pass; steal by T. McConnell)
2:26.0,T. McConnell makes 2-pt shot from 13 ft (assist by R. Holmes),2,25-15,,
2:12.0,,,25-15,,C. LeVert misses 2-pt shot from 13 ft
2:09.0,Defensive rebound by E. Ilyasova,,25-15,,
2:06.0,J. Redick misses 3-pt shot from 25 ft,,25-15,,
2:01.0,,,25-15,,Defensive rebound by R. Hollis-Jefferson
1:57.0,,,25-17,2,R. Hollis-Jefferson makes 2-pt shot from 18 ft
1:57.0,Philadelphia full timeout,,25-17,,
1:57.0,,,25-17,,D. Russell enters the game for S. Dinwiddie
1:57.0,J. Embiid enters the game for R. Holmes,,25-17,,
1:33.0,E. Ilyasova makes 2-pt shot from 1 ft (assist by T. McConnell),2,27-17,,
1:16.0,,,27-20,3,D. Cunningham makes 3-pt shot from 24 ft (assist by D. Russell)
0:59.0,M. Belinelli makes 2-pt shot from 21 ft (assist by E. Ilyasova),2,29-20,,
0:43.0,,,29-22,2,D. Russell makes 2-pt shot from 9 ft
0:43.0,,,29-22,,Shooting foul by E. Ilyasova (drawn by D. Russell)
0:43.0,,,29-23,1,D. Russell makes free throw 1 of 1
0:31.0,J. Redick makes 2-pt shot from 22 ft (assist by J. Embiid),2,31-23,,
0:28.0,,,31-23,,Turnover by R. Hollis-Jefferson (bad pass; steal by T. McConnell)
0:26.0,E. Ilyasova makes 2-pt shot from 4 ft (assist by J. Redick),2,33-23,,
0:26.0,Shooting foul by D. Russell (drawn by E. Ilyasova),,33-23,,
0:26.0,R. Covington enters the game for J. Embiid,,33-23,,
0:26.0,E. Ilyasova makes free throw 1 of 1,1,34-23,,
0:09.0,,,34-23,,D. Cunningham misses 2-pt shot from 5 ft (block by R. Covington)
0:09.0,,,34-23,,Offensive rebound by Team
0:06.0,,,34-23,,Shooting foul by T. McConnell (drawn by C. LeVert)
0:06.0,,,34-24,1,C. LeVert makes free throw 1 of 2
0:06.0,,,34-24,,S. Dinwiddie enters the game for D. Russell
0:06.0,J. Embiid enters the game for R. Covington,,34-24,,
0:06.0,,,34-25,1,C. LeVert makes free throw 2 of 2
0:00.0,J. Redick makes 3-pt shot from 25 ft (assist by T. McConnell),3,37-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,J. Redick makes 2-pt shot from 19 ft (assist by T. McConnell),2,39-25,,
11:27.0,,,39-25,,Shooting foul by E. Ilyasova (drawn by J. Allen)
11:27.0,,,39-26,1,J. Allen makes free throw 1 of 2
11:27.0,,,39-27,1,J. Allen makes free throw 2 of 2
11:17.0,J. Embiid makes 2-pt shot from 2 ft (assist by R. Covington),2,41-27,,
11:06.0,,,41-30,3,C. LeVert makes 3-pt shot from 25 ft
10:51.0,R. Covington makes 3-pt shot from 25 ft (assist by T. McConnell),3,44-30,,
10:30.0,,,44-30,,J. Allen misses 3-pt shot from 23 ft
10:27.0,,,44-30,,Offensive rebound by J. Harris
10:25.0,,,44-30,,J. Harris misses 2-pt shot from 2 ft
10:23.0,Defensive rebound by E. Ilyasova,,44-30,,
10:11.0,J. Embiid misses 2-pt shot from 3 ft (block by R. Hollis-Jefferson),,44-30,,
10:11.0,,,44-30,,Defensive rebound by D. Russell
10:07.0,,,44-30,,Offensive foul by D. Russell (drawn by E. Ilyasova)
10:07.0,,,44-30,,Turnover by D. Russell (offensive foul)
9:59.0,Shooting foul by J. Harris (drawn by R. Covington),,44-30,,
9:59.0,R. Covington makes free throw 1 of 2,1,45-30,,
9:59.0,R. Covington makes free throw 2 of 2,1,46-30,,
9:43.0,,,46-30,,D. Russell misses 2-pt shot from 3 ft
9:39.0,,,46-30,,Offensive rebound by D. Russell
9:38.0,,,46-30,,D. Russell misses 2-pt shot from 3 ft
9:38.0,Defensive rebound by T. McConnell,,46-30,,
9:36.0,Shooting foul by R. Hollis-Jefferson (drawn by R. Covington),,46-30,,
9:36.0,R. Covington makes free throw 1 of 2,1,47-30,,
9:36.0,R. Covington misses free throw 2 of 2,,47-30,,
9:34.0,,,47-30,,Defensive rebound by R. Hollis-Jefferson
9:24.0,,,47-32,2,R. Hollis-Jefferson makes 2-pt shot from 10 ft (assist by C. LeVert)
9:07.0,J. Embiid makes 2-pt shot from 1 ft (assist by T. McConnell),2,49-32,,
8:55.0,,,49-32,,D. Russell misses 2-pt shot from 11 ft
8:50.0,Defensive rebound by T. McConnell,,49-32,,
8:42.0,J. Embiid misses 2-pt shot from 12 ft,,49-32,,
8:42.0,,,49-32,,Defensive rebound by J. Allen
8:30.0,,,49-35,3,D. Russell makes 3-pt shot from 23 ft (assist by R. Hollis-Jefferson)
8:29.0,Philadelphia full timeout,,49-35,,
8:29.0,D. Saric enters the game for T. McConnell,,49-35,,
8:29.0,M. Belinelli enters the game for J. Redick,,49-35,,
8:29.0,R. Holmes enters the game for J. Embiid,,49-35,,
8:29.0,B. Simmons enters the game for E. Ilyasova,,49-35,,
8:15.0,R. Covington makes 2-pt shot from 2 ft (assist by D. Saric),2,51-35,,
8:01.0,,,51-35,,R. Hollis-Jefferson misses 2-pt shot from 16 ft
7:58.0,Defensive rebound by R. Covington,,51-35,,
7:46.0,R. Covington makes 3-pt shot from 25 ft (assist by D. Saric),3,54-35,,
7:28.0,,,54-38,3,J. Harris makes 3-pt shot from 25 ft (assist by D. Russell)
7:15.0,B. Simmons misses 2-pt shot from 12 ft,,54-38,,
7:14.0,,,54-38,,Defensive rebound by Team
7:04.0,,,54-38,,Shooting foul by R. Covington (drawn by D. Russell)
7:04.0,,,54-39,1,D. Russell makes free throw 1 of 2
7:04.0,,,54-39,,D. Cunningham enters the game for J. Allen
7:04.0,,,54-39,,D. Russell misses free throw 2 of 2
7:01.0,Defensive rebound by B. Simmons,,54-39,,
6:51.0,D. Saric makes 2-pt shot from 13 ft (assist by R. Covington),2,56-39,,
6:38.0,,,56-41,2,D. Russell makes 2-pt shot from 16 ft
6:31.0,D. Saric makes 2-pt shot from 2 ft,2,58-41,,
6:31.0,Shooting foul by J. Harris (drawn by D. Saric),,58-41,,
6:31.0,,,58-41,,A. Crabbe enters the game for D. Russell
6:31.0,D. Saric misses free throw 1 of 1,,58-41,,
6:28.0,,,58-41,,Defensive rebound by R. Hollis-Jefferson
6:18.0,,,58-43,2,R. Hollis-Jefferson makes 2-pt shot from 2 ft (assist by C. LeVert)
6:03.0,M. Belinelli misses 2-pt shot from 17 ft,,58-43,,
5:59.0,,,58-43,,Defensive rebound by D. Cunningham
5:57.0,,,58-43,,Turnover by D. Cunningham (bad pass; steal by R. Holmes)
5:55.0,R. Holmes makes 2-pt shot from 2 ft,2,60-43,,
5:46.0,,,60-43,,Shooting foul by D. Saric (drawn by C. LeVert)
5:46.0,,,60-44,1,C. LeVert makes free throw 1 of 2
5:46.0,,,60-44,,S. Dinwiddie enters the game for J. Harris
5:46.0,,,60-45,1,C. LeVert makes free throw 2 of 2
5:38.0,,,60-45,,Personal foul by S. Dinwiddie (drawn by M. Belinelli)
5:38.0,,,60-45,,D. Carroll enters the game for R. Hollis-Jefferson
5:38.0,E. Ilyasova enters the game for R. Holmes,,60-45,,
5:32.0,D. Saric misses 3-pt shot from 24 ft,,60-45,,
5:29.0,,,60-45,,Defensive rebound by A. Crabbe
5:20.0,,,60-45,,A. Crabbe misses 3-pt shot from 26 ft
5:20.0,,,60-45,,Offensive rebound by D. Carroll
5:16.0,,,60-47,2,D. Carroll makes 2-pt shot from 2 ft
4:59.0,Turnover by D. Saric (bad pass),,60-47,,
4:37.0,,,60-47,,S. Dinwiddie misses 2-pt shot from 2 ft
4:34.0,Defensive rebound by E. Ilyasova,,60-47,,
4:24.0,T. McConnell enters the game for R. Covington,,60-47,,
4:18.0,B. Simmons misses 2-pt shot from 2 ft (block by D. Carroll),,60-47,,
4:17.0,,,60-47,,Defensive rebound by C. LeVert
4:17.0,Loose ball foul by B. Simmons (drawn by C. LeVert),,60-47,,
4:03.0,,,60-47,,S. Dinwiddie misses 2-pt shot from 2 ft
4:00.0,,,60-47,,Offensive rebound by D. Cunningham
3:59.0,,,60-47,,D. Cunningham misses 2-pt shot from 2 ft
3:59.0,Defensive rebound by D. Saric,,60-47,,
3:54.0,Turnover by T. McConnell (bad pass; steal by D. Cunningham),,60-47,,
3:51.0,,,60-47,,Turnover by S. Dinwiddie (bad pass; steal by T. McConnell)
3:45.0,M. Belinelli misses 3-pt shot from 25 ft,,60-47,,
3:43.0,Offensive rebound by E. Ilyasova,,60-47,,
3:37.0,D. Saric makes 3-pt shot from 24 ft (assist by B. Simmons),3,63-47,,
3:29.0,,,63-49,2,S. Dinwiddie makes 2-pt shot from 3 ft
3:29.0,,,63-49,,Shooting foul by E. Ilyasova (drawn by S. Dinwiddie)
3:29.0,,,63-49,,R. Hollis-Jefferson enters the game for C. LeVert
3:29.0,J. Redick enters the game for M. Belinelli,,63-49,,
3:29.0,J. Embiid enters the game for E. Ilyasova,,63-49,,
3:29.0,,,63-50,1,S. Dinwiddie makes free throw 1 of 1
3:20.0,,,63-50,,Personal foul by A. Crabbe (drawn by J. Redick)
3:20.0,J. Redick makes free throw 1 of 2,1,64-50,,
3:20.0,J. Redick misses free throw 2 of 2,,64-50,,
3:16.0,Offensive rebound by D. Saric,,64-50,,
3:15.0,,,64-50,,Personal foul by S. Dinwiddie (drawn by J. Embiid)
3:15.0,J. Embiid makes free throw 1 of 2,1,65-50,,
3:15.0,,,65-50,,J. Okafor enters the game for D. Cunningham
3:15.0,J. Embiid makes free throw 2 of 2,1,66-50,,
3:02.0,,,66-52,2,R. Hollis-Jefferson makes 2-pt shot from 5 ft (assist by S. Dinwiddie)
2:53.0,Turnover by J. Embiid (turnover),,66-52,,
2:53.0,,,66-52,,Brooklyn full timeout
2:42.0,,,66-54,2,S. Dinwiddie makes 2-pt shot from 4 ft
2:23.0,J. Redick misses 2-pt shot from 10 ft,,66-54,,
2:20.0,Offensive rebound by D. Saric,,66-54,,
2:19.0,D. Saric makes 2-pt shot from 2 ft,2,68-54,,
2:14.0,,,68-54,,Shooting foul by D. Saric (drawn by D. Carroll)
2:14.0,,,68-55,1,D. Carroll makes free throw 1 of 2
2:14.0,R. Covington enters the game for D. Saric,,68-55,,
2:14.0,,,68-56,1,D. Carroll makes free throw 2 of 2
1:59.0,J. Embiid misses 2-pt shot from 10 ft,,68-56,,
1:55.0,,,68-56,,Defensive rebound by S. Dinwiddie
1:51.0,,,68-56,,R. Hollis-Jefferson misses 2-pt shot from 6 ft
1:46.0,,,68-56,,Offensive rebound by J. Okafor
1:46.0,,,68-58,2,J. Okafor makes 2-pt shot at rim
1:41.0,J. Embiid misses 3-pt shot from 25 ft,,68-58,,
1:37.0,,,68-58,,Defensive rebound by D. Carroll
1:22.0,Jump ball: R. Hollis-Jefferson vs. J. Embiid (T. McConnell gains possession),,,,Jump ball: R. Hollis-Jefferson vs. J. Embiid (T. McConnell gains possession)
1:22.0,,,68-58,,Turnover by R. Hollis-Jefferson (turnover; steal by J. Embiid)
1:10.0,Turnover by T. McConnell (step out of bounds),,68-58,,
0:57.0,,,68-58,,J. Okafor misses 2-pt shot from 11 ft
0:55.0,,,68-58,,Offensive rebound by Team
0:40.0,,,68-60,2,J. Okafor makes 2-pt shot from 2 ft
0:28.0,J. Embiid makes 2-pt shot from 1 ft (assist by B. Simmons),2,70-60,,
0:04.0,,,70-60,,D. Carroll misses 2-pt shot from 2 ft
0:04.0,Defensive rebound by J. Embiid,,70-60,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,B. Simmons misses 2-pt shot from 6 ft,,70-60,,
11:38.0,,,70-60,,Defensive rebound by J. Allen
11:29.0,,,70-62,2,J. Allen makes 2-pt shot from 2 ft (assist by D. Russell)
11:04.0,D. Saric misses 2-pt shot from 8 ft (block by A. Crabbe),,70-62,,
11:00.0,Offensive rebound by J. Embiid,,70-62,,
10:59.0,J. Embiid misses 2-pt shot from 17 ft,,70-62,,
10:59.0,,,70-62,,Defensive rebound by D. Russell
10:48.0,,,70-64,2,D. Russell makes 2-pt shot from 15 ft
10:37.0,B. Simmons misses 2-pt shot from 3 ft,,70-64,,
10:32.0,Offensive rebound by B. Simmons,,70-64,,
10:32.0,B. Simmons makes 2-pt shot at rim,2,72-64,,
10:18.0,Personal foul by B. Simmons (drawn by D. Russell),,72-64,,
10:13.0,,,72-64,,J. Allen misses 2-pt shot from 1 ft (block by D. Saric)
10:10.0,Defensive rebound by R. Covington,,72-64,,
10:06.0,J. Redick misses 3-pt shot from 23 ft,,72-64,,
10:02.0,Offensive rebound by J. Embiid,,72-64,,
10:01.0,J. Embiid makes 2-pt shot from 3 ft,2,74-64,,
9:43.0,,,74-64,,D. Russell misses 3-pt shot from 24 ft
9:40.0,Defensive rebound by J. Embiid,,74-64,,
9:25.0,Shooting foul by J. Allen (drawn by J. Embiid),,74-64,,
9:25.0,J. Embiid misses free throw 1 of 2,,74-64,,
9:25.0,Offensive rebound by Team,,74-64,,
9:25.0,J. Embiid misses free throw 2 of 2,,74-64,,
9:21.0,,,74-64,,Defensive rebound by A. Crabbe
9:09.0,,,74-64,,A. Crabbe misses 3-pt shot from 25 ft
9:05.0,Defensive rebound by J. Embiid,,74-64,,
8:58.0,R. Covington misses 3-pt shot from 24 ft,,74-64,,
8:55.0,,,74-64,,Defensive rebound by J. Allen
8:47.0,,,74-66,2,D. Russell makes 2-pt shot from 12 ft
8:35.0,J. Embiid misses 2-pt shot from 15 ft,,74-66,,
8:33.0,,,74-66,,Defensive rebound by J. Allen
8:20.0,,,74-68,2,D. Russell makes 2-pt shot from 17 ft
8:19.0,Philadelphia full timeout,,74-68,,
7:58.0,J. Embiid makes 2-pt shot from 2 ft (assist by J. Redick),2,76-68,,
7:41.0,,,76-68,,Turnover by A. Crabbe (bad pass; steal by R. Covington)
7:25.0,R. Covington makes 2-pt shot from 1 ft (assist by J. Embiid),2,78-68,,
7:08.0,,,78-68,,S. Dinwiddie misses 2-pt shot from 2 ft (block by D. Saric)
7:05.0,,,78-68,,Offensive rebound by S. Dinwiddie
7:02.0,,,78-68,,Offensive foul by A. Crabbe (drawn by R. Covington)
7:02.0,,,78-68,,Turnover by A. Crabbe (offensive foul)
6:49.0,R. Covington misses 3-pt shot from 24 ft,,78-68,,
6:46.0,,,78-68,,Defensive rebound by D. Carroll
6:44.0,,,78-68,,Turnover by D. Carroll (lost ball; steal by D. Saric)
6:40.0,D. Saric makes 2-pt shot from 2 ft,2,80-68,,
6:31.0,,,80-71,3,D. Russell makes 3-pt shot from 25 ft (assist by S. Dinwiddie)
6:20.0,J. Redick makes 2-pt shot from 2 ft,2,82-71,,
5:58.0,,,82-74,3,D. Russell makes 3-pt shot from 25 ft (assist by S. Dinwiddie)
5:40.0,Shooting foul by D. Russell (drawn by R. Covington),,82-74,,
5:40.0,R. Covington makes free throw 1 of 2,1,83-74,,
5:40.0,,,83-74,,D. Cunningham enters the game for J. Allen
5:40.0,R. Holmes enters the game for J. Redick,,83-74,,
5:40.0,M. Belinelli enters the game for J. Embiid,,83-74,,
5:40.0,R. Covington misses free throw 2 of 2,,83-74,,
5:36.0,,,83-74,,Defensive rebound by D. Carroll
5:21.0,,,83-74,,D. Russell misses 3-pt shot from 25 ft
5:18.0,Defensive rebound by R. Covington,,83-74,,
5:04.0,R. Covington makes 3-pt shot from 25 ft (assist by B. Simmons),3,86-74,,
4:54.0,,,86-77,3,A. Crabbe makes 3-pt shot from 25 ft (assist by S. Dinwiddie)
4:46.0,Philadelphia full timeout,,86-77,,
4:46.0,,,86-77,,J. Harris enters the game for D. Russell
4:46.0,,,86-77,,C. LeVert enters the game for A. Crabbe
4:46.0,E. Ilyasova enters the game for D. Saric,,86-77,,
4:46.0,T. McConnell enters the game for R. Covington,,86-77,,
4:42.0,Shooting foul by C. LeVert (drawn by B. Simmons),,86-77,,
4:42.0,B. Simmons makes free throw 1 of 2,1,87-77,,
4:42.0,B. Simmons makes free throw 2 of 2,1,88-77,,
4:23.0,,,88-77,,S. Dinwiddie misses 2-pt shot from 21 ft
4:21.0,Defensive rebound by B. Simmons,,88-77,,
4:05.0,T. McConnell makes 2-pt shot from 13 ft,2,90-77,,
3:42.0,,,90-77,,S. Dinwiddie misses 2-pt shot from 5 ft
3:39.0,Defensive rebound by T. McConnell,,90-77,,
3:30.0,T. McConnell misses 2-pt shot from 12 ft,,90-77,,
3:29.0,Offensive rebound by R. Holmes,,90-77,,
3:29.0,,,90-77,,R. Hollis-Jefferson enters the game for D. Carroll
3:27.0,M. Belinelli makes 2-pt shot from 11 ft (assist by B. Simmons),2,92-77,,
3:05.0,,,92-79,2,S. Dinwiddie makes 2-pt shot from 2 ft (assist by D. Cunningham)
2:44.0,R. Holmes misses 2-pt shot at rim (block by D. Cunningham),,92-79,,
2:44.0,Offensive rebound by Team,,92-79,,
2:40.0,R. Holmes misses 2-pt shot from 1 ft (block by J. Harris),,92-79,,
2:40.0,,,92-79,,Defensive rebound by Team
2:33.0,,,92-79,,Shooting foul by T. McConnell (drawn by S. Dinwiddie)
2:33.0,,,92-80,1,S. Dinwiddie makes free throw 1 of 2
2:33.0,,,92-81,1,S. Dinwiddie makes free throw 2 of 2
2:19.0,E. Ilyasova makes 2-pt shot from 16 ft (assist by R. Holmes),2,94-81,,
2:05.0,,,94-81,,S. Dinwiddie misses 2-pt shot from 7 ft
2:02.0,,,94-81,,Offensive rebound by D. Cunningham
2:01.0,,,94-81,,Turnover by D. Cunningham (bad pass; steal by R. Holmes)
1:54.0,,,94-81,,D. Russell enters the game for S. Dinwiddie
1:54.0,J. Embiid enters the game for R. Holmes,,94-81,,
1:54.0,J. Redick enters the game for B. Simmons,,94-81,,
1:44.0,J. Embiid makes 2-pt shot from 1 ft,2,96-81,,
1:22.0,,,96-83,2,R. Hollis-Jefferson makes 2-pt shot from 1 ft (assist by D. Russell)
0:59.0,E. Ilyasova misses 2-pt shot from 22 ft,,96-83,,
0:57.0,,,96-83,,Defensive rebound by D. Cunningham
0:45.0,,,96-83,,D. Russell misses 3-pt shot from 25 ft
0:40.0,Defensive rebound by E. Ilyasova,,96-83,,
0:37.0,M. Belinelli misses 3-pt shot from 24 ft,,96-83,,
0:36.0,Offensive rebound by Team,,96-83,,
0:36.0,,,96-83,,Loose ball foul by D. Cunningham (drawn by J. Embiid)
0:30.0,M. Belinelli misses 3-pt shot from 23 ft,,96-83,,
0:29.0,,,96-83,,Defensive rebound by Team
0:21.0,Personal foul by J. Embiid (drawn by D. Cunningham),,96-83,,
0:05.0,,,96-83,,Offensive charge foul by D. Russell (drawn by E. Ilyasova)
0:05.0,,,96-83,,Turnover by D. Russell (offensive foul)
0:05.0,,,96-83,,S. Dinwiddie enters the game for D. Russell
0:00.0,T. McConnell misses 2-pt shot from 12 ft,,96-83,,
0:00.0,Offensive rebound by Team,,96-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,96-83,,C. LeVert misses 2-pt shot from 10 ft
11:42.0,Defensive rebound by E. Ilyasova,,96-83,,
11:25.0,J. Embiid misses 2-pt shot from 15 ft,,96-83,,
11:22.0,,,96-83,,Defensive rebound by R. Hollis-Jefferson
11:06.0,,,96-83,,J. Harris misses 3-pt shot from 26 ft
11:02.0,Defensive rebound by E. Ilyasova,,96-83,,
10:51.0,E. Ilyasova misses 2-pt shot from 15 ft,,96-83,,
10:46.0,Offensive rebound by J. Embiid,,96-83,,
10:43.0,M. Belinelli makes 3-pt shot from 24 ft (assist by R. Covington),3,99-83,,
10:24.0,,,99-83,,Offensive foul by J. Okafor (drawn by E. Ilyasova)
10:24.0,,,99-83,,Turnover by J. Okafor (offensive foul)
10:10.0,R. Covington misses 3-pt shot from 25 ft,,99-83,,
10:07.0,,,99-83,,Defensive rebound by R. Hollis-Jefferson
9:46.0,,,99-83,,Turnover by J. Harris (bad pass; steal by E. Ilyasova)
9:40.0,T. McConnell makes 2-pt shot from 1 ft,2,101-83,,
9:27.0,Personal foul by T. McConnell (drawn by R. Hollis-Jefferson),,101-83,,
9:27.0,,,101-83,,Brooklyn full timeout
9:27.0,,,101-83,,S. Dinwiddie enters the game for J. Harris
9:27.0,,,101-83,,D. Carroll enters the game for C. LeVert
9:27.0,,,101-83,,A. Crabbe enters the game for J. Okafor
9:27.0,,,101-83,,Brooklyn full timeout
9:23.0,,,101-83,,S. Dinwiddie misses 2-pt shot from 1 ft
9:20.0,Defensive rebound by R. Covington,,101-83,,
9:02.0,R. Covington makes 2-pt shot from 2 ft (assist by J. Embiid),2,103-83,,
8:49.0,Personal foul by R. Covington (drawn by R. Hollis-Jefferson),,103-83,,
8:49.0,D. Saric enters the game for J. Embiid,,103-83,,
8:39.0,,,103-83,,D. Carroll misses 2-pt shot from 3 ft (block by R. Covington)
8:36.0,Defensive rebound by D. Saric,,103-83,,
8:31.0,R. Covington misses 3-pt shot from 25 ft,,103-83,,
8:26.0,,,103-83,,Defensive rebound by A. Crabbe
8:23.0,,,103-83,,Shooting foul by D. Saric (drawn by D. Carroll)
8:23.0,,,103-84,1,D. Carroll makes free throw 1 of 2
8:23.0,,,103-85,1,D. Carroll makes free throw 2 of 2
8:07.0,D. Saric makes 2-pt shot from 1 ft (assist by R. Covington),2,105-85,,
7:59.0,,,105-85,,R. Hollis-Jefferson misses 2-pt shot from 5 ft
7:56.0,Defensive rebound by M. Belinelli,,105-85,,
7:51.0,D. Saric misses 3-pt shot from 25 ft,,105-85,,
7:47.0,Offensive rebound by M. Belinelli,,105-85,,
7:45.0,M. Belinelli makes 2-pt shot from 19 ft,2,107-85,,
7:16.0,,,107-85,,D. Russell misses 2-pt shot from 11 ft
7:12.0,Defensive rebound by D. Saric,,107-85,,
7:07.0,T. McConnell misses 2-pt shot from 12 ft,,107-85,,
7:07.0,,,107-85,,Defensive rebound by Team
7:07.0,Loose ball foul by E. Ilyasova (drawn by A. Crabbe),,107-85,,
7:07.0,J. Redick enters the game for T. McConnell,,107-85,,
7:07.0,B. Simmons enters the game for R. Covington,,107-85,,
6:54.0,,,107-85,,Turnover by D. Russell (bad pass; steal by E. Ilyasova)
6:38.0,M. Belinelli makes 2-pt shot from 2 ft (assist by D. Saric),2,109-85,,
